Input,Target,Prediction
power ring hand holds,hand holds ring power,hand holds ring power
king sees seated the beautiful city the town,the seated king sees the beautiful city town,the seated king sees the beautiful city town
power god gives king,god gives power king,god gives power king
heart fear / force power life club strength man,club strength / force power fear man heart life,club strength / force power fear man heart life
the throne brick of king a makes,the king makes a throne of brick,the king makes a throne of brick
makes strong strength,strength makes strong,strength makes strong
building house adze chisel stone brick cut,chisel adze cut stone brick house building,chisel adze cut stone brick house building
owl woman see night,woman see owl night,woman see owl night
people speak mouth heart eat drink,people eat drink speak mouth heart,people eat drink speak mouth heart
youth sees father big temple become behind / scribe great,father sees youth become great / big scribe behind temple,father sees youth become great / big scribe behind temple
/ above / to give upon deity face life (ankh) god,god / deity to give life (ankh) above face / upon,god / deity to give life (ankh) above face / upon
makes woman offering sweet,woman makes sweet offering,woman makes sweet offering
plant and the loves seated lotus the woman milk beautiful,seated woman loves the beautiful lotus plant and the milk,seated woman loves the beautiful lotus plant and the milk
god / deity peace people heart / city above give satisfy to,god / deity to give peace / satisfy heart above people city,god / deity to give peace / satisfy heart above people city
stone the and brick behind hide viper wall horned cobra,horned viper and cobra hide behind the stone brick wall,horned viper and cobra hide behind the stone brick wall
power backbone strength grants god force,god grants power strength force backbone,god grants power strength force backbone
god people city gives to life great,great god gives life to people city,great god gives life to people city
river water grain field ripple / pellet,river water ripple field grain / pellet,river water ripple field grain / pellet
the authority to king the gives master,the king gives authority to the master,the master gives authority to the king
scribe papyrus (plural / stroke single stroke hand scroll marker) book writing,papyrus scroll writing / scribe book hand single stroke stroke (plural marker),papyrus scroll writing / scribe book hand single stroke stroke (plural marker)
ox head the youth the of sees,the youth sees the head of ox,the youth sees the head of ox
god horizon emerges from the,the god emerges from horizon,the god emerges from horizon
sees king forearm,king sees forearm,king sees forearm
king sees town city,king sees city town,king sees city town
father mother voice hear,father hear mother voice,father hear mother voice
god see mountain horizon,god see mountain horizon,god see mountain horizon
good beautiful god / to sweet make (ankh) / peace satisfy life / do,beautiful / good god to do / make life (ankh) sweet peace / satisfy,beautiful / good god to do / make life (ankh) sweet peace / satisfy
sees sickle servant,servant sees sickle,servant sees sickle
riverbank back beautiful above / lake lotus behind river plant good / woman sees,woman sees lotus plant above lake behind / back beautiful / good riverbank river,woman sees lotus plant above lake behind / back beautiful / good riverbank river
bread loaf offering gives king,king gives bread loaf offering,king gives bread loaf offering
the god the of authority hand king great hold of,hand of king hold the authority of the great god,hand of king hold the authority of the great god
cobra snake man see,man see cobra snake,man see cobra snake
to a father gives jar the youth,the father gives a jar to youth,the father gives a jar to youth
lake water holds,lake holds water,lake holds water
/ all commands (lord) (every) master,master (lord) / all (every) commands,master (lord) / all (every) commands
drinks under sky water beside lake youth,youth drinks water beside lake under sky,youth drinks water beside lake under sky
he / horizon king / sky birth life gives life (ankh) above begets,he / king gives birth / begets life life (ankh) above horizon sky,he / king gives birth / begets life life (ankh) above horizon sky
house / birth begets gives child love youth life woman,woman gives birth / begets child youth life house love,woman gives birth / begets child youth life house love
ka sits the spirit throne upon the,the ka spirit sits upon the throne,the ka spirit sits upon the throne
father love life heart (ankh) mother,father mother life (ankh) love heart,father mother life (ankh) love heart
door man opens peace house safely and enters,man opens door and enters house safely peace,man opens door and enters house safely peace
back basket / / sees house behind all) scribe book (lord above,scribe sees book above basket (lord / all) behind / back house,scribe sees book above basket (lord / all) behind / back house
lake ripple riverbank plant lotus clump water papyrus,papyrus clump riverbank lake water ripple lotus plant,papyrus clump riverbank lake water ripple lotus plant
sees star example) (or like beautiful / mother as youth,mother sees youth like / as (or example) beautiful star,mother sees youth like / as (or example) beautiful star
god soul grant life,god grant soul life,god grant soul life
(djed) pillar stability / grandfather,stability (djed) pillar / grandfather,stability (djed) pillar / grandfather
fill vessel milk servant,servant fill vessel milk,servant fill vessel milk
the house of the master speaks truth the,the master of the house speaks the truth,the master of the house speaks the truth
king gives god offering,king gives offering god,king gives offering god
desert west hill,desert hill west,desert hill west
man becomes the a star of soul a,the soul of a man becomes a star,the soul of a man becomes a star
red fire the horizon make very great desert in become,great fire in desert make the horizon become very red,great fire in desert make the horizon become very red
lotus gather people plant river,people gather lotus plant river,people gather lotus plant river
house (soul) (spirit) town emerge city ba life ka /,ka (spirit) ba (soul) emerge house city / town life,ka (spirit) ba (soul) emerge house city / town life
listen authority (or / lord / / city like hear as scribe all example),scribe hear / listen authority like / as (or example) lord / all city,scribe hear / listen authority like / as (or example) lord / all city
(satisfied) mat house man / content seated stool / life rest heart peace,stool / mat seated man rest peace / content (satisfied) life house heart,stool / mat seated man rest peace / content (satisfied) life house heart
stone to / do strong forearm make brick,forearm strong to do / make stone brick,forearm strong to do / make stone brick
small soul the quail the chick sees,the soul sees the small quail chick,the soul sees the small quail chick
seated god bless throne,god bless seated throne,god bless seated throne
papyrus great with sees handle scroll scribe above basket,scribe sees papyrus scroll above great basket with handle,scribe sees papyrus scroll above great basket with handle
mouth man listen heart hears god,man hears listen heart mouth god,man hears listen heart mouth god
people father youth great to life give king like to,great king give life to people like father to youth,great king give life to people like father to youth
give mother peace youth,mother give youth peace,mother give youth peace
the viper behind gate horned cobra stay wall brick and,horned viper and cobra stay behind the brick wall gate,horned viper and cobra stay behind the brick wall gate
scribe single book / writing papyrus eye stroke marker) scribe scroll stroke (plural,single stroke stroke (plural marker) papyrus scroll book scribe writing / scribe eye,single stroke stroke (plural marker) papyrus scroll book scribe writing / scribe eye
people sees mighty lord,mighty lord sees people,mighty lord sees people
people the hears of the lord voice,the lord hears the voice of people,the lord hears the voice of people
field hoe sickle plows man,man plows field hoe sickle,man plows field hoe sickle
protect town god river,god protect river town,god protect river town
father great life youth like to king to give people,great king give life to people like father to youth,great king give life to people like father to youth
force power authority king he strength,authority power strength force king he,authority power strength force king he
bird the hear voice ba the soul father of venerated,venerated father hear the voice of the soul ba bird,venerated father hear the voice of the soul ba bird
servant youth man mother father begets birth old gives,old man youth mother father gives birth begets servant,old man youth servant father mother
people west horizon walk,people walk west horizon,people walk horizon west
soul maat the the knows ba truth,the soul ba knows the truth maat,the soul ba knows the truth maat
peace fox three with a finds man skins,a man with three fox skins finds peace,a man with three fox skins finds peace
quail the shelter chick reed swallow to and fly bird,quail chick and swallow bird fly to the reed shelter,quail chick and swallow bird fly to the reed shelter
(lord house scribe behind all) back above / sees basket / book,scribe sees book above basket (lord / all) behind / back house,scribe sees book above basket (lord / all) behind / back house
milk the the lotus plant woman loves seated beautiful and,seated woman loves the beautiful lotus plant and the milk,seated woman loves the beautiful lotus plant and the milk
a the milk gives jar woman of,the woman gives a jar of milk,the woman gives a jar of milk
carries rope handle man basket,man carries basket handle rope,man carries basket handle rope
behind book / above scribe (lord all) sees / basket back,scribe sees book above basket (lord / all) behind / back,scribe sees book above basket (lord / all) behind / back
bird hill sees on the youth a,the youth sees a bird on hill,the youth sees a bird on hill
king authority gives,king gives authority,king gives authority
is cobra the coil rope the above,the cobra is above the coil rope,the cobra is above the coil rope
/ hear god listen,hear / listen god,god hear / listen
djed power holds throne king stability,king holds throne stability djed power,king holds throne stability djed power
above great god desert lifts mountain strength with,god lifts mountain above desert with strength great,god lifts mountain above desert with strength great
field grain woman plant,woman plant grain field,woman plant grain field
strengthens god backbone stability,god strengthens backbone stability,god strengthens backbone stability
peace house family guide father,father guide family house peace,father guide family house peace
fear / deity / snake viper great god horned mighty,horned viper snake fear great / mighty god / deity,horned viper snake fear great / mighty god / deity
horizon west beyond,west beyond horizon,west beyond horizon
ripple river field water lake life,lake river water ripple life field,river lake water ripple life field
ankh god gives,god gives ankh,god gives ankh
words power give,words give power,words give power
heart the man god sees of,the god sees heart of man,the god sees heart of man
people maat honor feather truth,people honor truth maat feather,people honor feather truth maat
sees city town king,king sees city town,king sees city town
voice lord master the the of hears,the lord hears the voice of master,the lord hears the voice of master
stone place mother house dead placenta the in the of,mother place placenta in the stone house of the dead,mother place placenta in the stone house of the dead
god heart hear voice people,god hear heart voice people,god hear heart voice people
gate / reed door house shelter town town bolt city,gate door bolt reed shelter house city / town town,gate door bolt reed shelter house city / town town
people storm fear fire desert hill,people fear storm fire desert hill,people fear storm fire desert hill
king god tethering authority rope power rope ring of coil,coil of rope tethering rope ring power authority king god,coil of rope tethering rope ring power authority king god
honor people ba soul,people honor soul ba,people honor soul ba
sees rack jars scribe,scribe sees jars rack,scribe sees jars rack
to stone papyrus house handle above scroll basket scribe with give town,scribe to give papyrus scroll above basket with handle town stone house,scribe give papyrus scroll above basket with handle town stone house
temple dwells god,god dwells temple,god dwells temple
loaf bread temple of all) offering basket (lord god /,basket (lord / all) offering loaf of bread god temple,basket (lord / all) offering loaf of bread god temple
town to a city the carries servant grain,a servant carries grain to the city town,a servant carries grain to town city
a all master of gives the things power,a master of all things gives the power,a master of all things gives the power
and god the truth person every heart of seated sees,seated god sees the heart and truth of every person,seated god sees the heart and truth of every person
chisel in on stay brick the field adze and the,chisel and adze stay on the brick in the field,chisel and adze stay on the brick in the field
scribe upon above great king / hear listen / authority / mighty face,scribe hear / listen authority above face / upon great / mighty king,scribe hear / listen authority above face / upon great / mighty king
peace bring offering servant,servant bring peace offering,servant bring peace offering
stool upon today a sits the mat scribe,a scribe sits upon the stool mat today,a scribe sits upon the stool mat today
old man in the house reed and woman shelter stay,old man and woman stay in the reed shelter house,old man and woman stay in the reed shelter house
beautiful behind great sees good city scribe / book back /,scribe sees great book behind / back beautiful / good city,scribe sees great book behind / back beautiful / good city
people work house after return,people return house after work,people return house after work
bring grain servant basket,servant bring grain basket,servant bring grain basket
bolt / door house gate stone building temple do make to brick,to do / make house brick stone building temple gate door bolt,to do / make house brick stone building temple gate door bolt
beautiful seated young woman youth the the loves of face,seated woman loves the beautiful face of the young youth,seated woman loves the beautiful face of the young youth
god heart gives peace,god gives heart peace,god gives heart peace
soul / satisfy heart (ba) marrow venerated mother peace /,venerated / marrow mother heart soul (ba) peace / satisfy,venerated / marrow mother heart soul (ba) peace / satisfy
offering carry every lord woman basket,woman carry basket lord every offering,woman carry basket lord every offering
plant youth the mother to lotus beautiful give in house,mother give beautiful lotus plant to the youth in house,mother give beautiful lotus plant to the youth in house
all) / scribe (lord basket book sees above behind back /,scribe sees book above basket (lord / all) behind / back,scribe sees book above basket (lord / all) behind / back
jar gives servant milk,servant gives milk jar,servant gives milk jar
of papyrus scroll the book do writing on scribe truth,scribe do writing of truth on the papyrus scroll book,scribe do writing of truth on the papyrus scroll book
carries handle man rope basket,man carries basket handle rope,man carries basket handle rope
storm brings fear,storm brings fear,storm brings fear
lake ripple water,water ripple lake,water ripple lake
quail desert slope fly swallow and chick bird above hill,quail chick and swallow bird fly above desert hill slope,quail chick and swallow bird fly above desert hill slope
house brick town stone door road bolt gate,gate door bolt house brick stone town road,gate door bolt house brick stone town road
he great king,he king great,he king great
road man horizon toward west walks,man walks road toward west horizon,man walks road toward west horizon
star soul above (ba) sky sees emerge god deity horizon /,god / deity sees soul (ba) emerge above sky horizon star,god / deity sees soul (ba) emerge above sky horizon star
sweet and from milk old jar milk man woman drink,old man and woman drink sweet milk from milk jar,old man and woman drink sweet milk from milk jar
grandfather house pillar / supports,pillar / grandfather supports house,pillar / grandfather supports house
of the woman sees placenta birth the,the woman sees the placenta of birth,the woman sees the placenta of birth
eye sees horizon,eye sees horizon,eye sees horizon
birth / life begets youth belly gives animal placenta,placenta animal belly gives birth / begets youth life,placenta animal belly gives birth / begets youth life
order brings maat,maat brings order,maat brings order
head of a the bird on sits basket,the head of bird sits on a basket,the head of bird sits on a basket
stars above house a shine the thousand gold,a thousand stars shine above the house gold,a thousand stars shine above the house gold
hear wind woman desert,woman hear desert wind,woman hear desert wind
strong hand forearm stone to / brick do make,forearm strong hand to do / make stone brick,forearm strong hand to do / make stone brick
hill emerge soul mountain above desert (ba) behind slope hill back / / great mighty,soul (ba) emerge above mountain behind / back great / mighty desert hill hill slope,soul (ba) emerge above mountain behind / back great / mighty desert hill hill slope
woman bring offering temple,woman bring offering temple,woman bring offering temple
follow desert people mountain road,people follow road mountain desert,people follow road mountain desert
eye slope hill sees,eye sees hill slope,eye sees hill slope
mountain god people protect,god protect mountain people,god protect mountain people
woman sees lotus plant beautiful a the,the beautiful woman sees a lotus plant,the woman sees a beautiful lotus plant
/ father peace old youth (ankh) satisfy man / life venerated marrow,old man venerated / marrow father youth life (ankh) peace / satisfy,old man venerated / marrow father youth life (ankh) peace / satisfy
people god town city protects,god protects city town people,god protects city town people
see man viper horned,man see horned viper,man see horned viper
clump good swallow above / papyrus field youth sees beautiful owl,youth sees owl swallow above beautiful / good papyrus clump field,youth sees owl swallow above beautiful / good papyrus clump field
book scribe great in temple writes king for,scribe writes book in temple for king great,scribe writes book in temple for king great
youth mother love teach,mother teach youth love,mother teach youth love
stay hill great spirit of above ka master desert the,spirit ka of master stay above the great desert hill,spirit ka of master stay above the great desert hill
milk youth sweet (satisfied) woman content jar love peace heart give / life to house,woman to give milk jar youth life love peace / content (satisfied) sweet house heart,woman to give milk jar youth life love peace / content (satisfied) sweet house heart
milk in sweet jar temple old drink the from man,old man drink sweet milk from the jar in temple,old man drink sweet milk from the jar in temple
storm power god commands,god commands storm power,god commands storm power
black man the repeated plows the soil,the man plows repeated the black soil,the man plows repeated the black soil
of head bird quail chick sky horizon,quail chick head of bird horizon sky,quail chick head of bird horizon sky
beautiful do great king use thing city of power to,great king of city use power to do beautiful thing,great king of city use power to do beautiful thing
the plant grows in water lotus a river,a lotus plant grows in the river water,a lotus plant grows in the river water
youth strength force,youth strength force,youth strength force
scribe scribe book hand writing me) seated / (i / man,seated man (i / me) book writing / scribe hand scribe,seated man (i / me) book writing / scribe hand scribe
gives the scribe authority the king to,the king gives authority to the scribe,the king gives authority to the scribe
back god / behind above city sees man great heart,god sees heart above man behind / back great city,god sees heart above man behind / back great city
horned viper man see,man see horned viper,man see horned viper
desert mountain above hill sky slope,sky above mountain desert hill slope,sky above mountain desert hill slope
mother house the placenta stone dead the of place in,mother place placenta in the stone house of the dead,mother place placenta in the stone house of the dead
quail the above chick bird clump fly papyrus swallow and,swallow bird and quail chick fly above the papyrus clump,quail chick and swallow bird fly above the papyrus clump
gives mother jar milk,mother gives milk jar,mother gives milk jar
house people build,people build house,people build house
storm heart great fears the,the heart fears great storm,the heart fears great storm
jar gives servant,servant gives jar,servant gives jar
house content offering woman jar milk peace love / mother (satisfied) life jar vessel,vessel jar milk jar offering mother woman life love house peace / content (satisfied),vessel jar milk jar offering mother woman life love house peace / content (satisfied)
side the star above dark mountain a emerges,a star emerges above the dark mountain side,a star emerges above the dark mountain side
grain eats pellet bread man,man eats grain pellet bread,man eats grain pellet bread
scribe city / to stone do writing make / scribe brick above,scribe to do / make writing / scribe above brick stone city,scribe to do / make writing / scribe above brick stone city
content give people to lord the peace town of every,lord of every town give peace content to the people,lord of every town give peace content to the people
brings djed god stability,god brings stability djed,god brings stability djed
ring do make board thing / to senet hand,senet board ring thing to do / make hand,senet board ring thing to do / make hand
(no/not) / return city retreat negation road life town / house (ankh),negation (no/not) return / retreat road city / town house life (ankh),negation (no/not) return / retreat road city / town house life (ankh)
above stool writing stone / / city papyrus scroll mat scribe scribe,scribe writing / scribe papyrus scroll above stone stool / mat city,scribe writing / scribe papyrus scroll above stone stool / mat city
people fear fire,people fear fire,people fear fire
back / beautiful god deity / / behind hear heart / good listen,god / deity hear / listen heart behind / back beautiful / good,god / deity hear / listen heart behind / back beautiful / good
mighty the with authority head of god stay of bird,mighty authority of god stay with the head of bird,mighty authority of god stay with the head of bird
vessel grain pellet jar offering thousand,thousand grain pellet vessel jar offering,thousand grain pellet vessel jar offering
/ venerated old man father marrow soul,old man venerated / marrow father soul,old man venerated / marrow father soul
authority lord with stay of the of mighty bird head,mighty authority of lord stay with the head of bird,mighty authority of lord stay with the head of bird
to a basket with walks gate woman a,a woman with a basket walks to gate,a woman with a basket walks to gate
stone finds vessel scribe,scribe finds stone vessel,scribe finds stone vessel
the snake no negation can the hear of man voice,negation no man can hear the voice of the snake,negation no man can hear the voice of the snake
order gives power,power gives order,power gives order
truth from temple in feather father venerated of hears maat,venerated father hears truth from feather of maat in temple,venerated father hears truth from feather of maat in temple
rope people carry vessel,people carry rope vessel,people carry rope vessel
horizon emerge scarab become to become sky,become scarab to become emerge horizon sky,become scarab to become emerge horizon sky
on the of of write town people voice scribe papyrus,scribe of town write the voice of people on papyrus,scribe of town write the voice of people on papyrus
honor people truth feather maat,people honor truth maat feather,people honor truth maat feather
wisdom holds book,book holds wisdom,book holds wisdom
behind birth back / reed beautiful / begets youth good gives shelter mother /,mother gives birth / begets youth behind / back beautiful / good reed shelter,mother gives birth / begets youth behind / back beautiful / good reed shelter
opens door man wooden,man opens wooden door,man opens wooden door
fear fire storm heart force / strength,fire storm strength / force fear heart,fire storm strength / force fear heart
walks woman face upon,woman walks face upon,woman walks face upon
twisted sees flax servant,servant sees twisted flax,servant sees twisted flax
mouth book scroll hand scribe eye papyrus / writing,book papyrus scroll writing / scribe hand eye mouth,writing / scribe book papyrus scroll hand eye mouth
man old a the great mountain sees,the old man sees a great mountain,the old man sees a great mountain
the son a father gives conical loaf to,the father gives a conical loaf to son,the father gives a conical loaf to son
pillar king sits djed throne stability,king sits throne stability pillar djed,king sits throne stability pillar djed
chick quail sees owl,owl sees quail chick,owl sees quail chick
on vessel writing master the makes the,the master makes writing on the vessel,the master makes writing on the vessel
listen ka above upon king / face (spirit) / authority hear,ka (spirit) hear / listen authority above face / upon king,ka (spirit) hear / listen authority above face / upon king
in stone a woman field the finds,the woman finds a stone in field,the woman finds a stone in field
life star soul scarab (ankh) emerge to ka (spirit) (ba) become,to become scarab emerge life (ankh) soul (ba) ka (spirit) star,to become scarab emerge life (ankh) soul (ba) ka (spirit) star
cross river people lake,people cross lake river,people cross lake river
(or like eat mouth heart / drink / as / sweet example) speak,mouth eat / drink / speak heart sweet like / as (or example),mouth eat / drink / speak heart sweet like / as (or example)
people honor father mother,people honor mother father,people honor mother father
king of gives the peace the gift,the king gives the gift of peace,the king gives the gift of peace
teach youth father love,father teach youth love,father teach youth love
scribe of writing hear voice thing master and do of,scribe hear voice of master and do writing of thing,scribe hear voice of master and do writing of thing
woman the field ground stands the upon,the woman stands upon the field ground,the woman stands upon the field ground
master of lord voice the hears the,the lord hears the voice of master,the lord hears the voice of master
djed gives stability,djed gives stability,djed gives stability
soul marrow (ba) mother peace venerated / satisfy heart /,venerated / marrow mother heart soul (ba) peace / satisfy,venerated / marrow mother heart soul (ba) peace / satisfy
people star sky see in,people see star in sky,people see star in sky
clump hides papyrus youth the behind a,the youth hides behind a papyrus clump,the youth hides behind a papyrus clump
the woman loves face young the youth beautiful seated of,seated woman loves the beautiful face of the young youth,seated woman loves the beautiful face of the young youth
authority power people king rule,king rule people power authority,king rule people power authority
man seated reed shelter to on peace give every riverbank,reed shelter on riverbank give peace to every seated man,reed shelter on riverbank give peace to every seated man
heavy with the hoe plows man a,the man plows with a heavy hoe,the man plows with a heavy hoe
return hill soul underground west (ba) mountain,soul (ba) return underground west mountain hill,soul (ba) return underground west mountain hill
bird soul animal heart belly of ox head head (ankh) of life (ba),head of bird head of ox animal belly heart soul (ba) life (ankh),head of bird head of ox animal belly heart soul (ba) life (ankh)
of master gate of behind all hear man heart seated,master of all hear heart of seated man behind gate,master of all hear heart of seated man behind gate
stone road become / marrow venerated back temple / youth behind city,youth become venerated / marrow behind / back stone temple city road,youth become venerated / marrow behind / back stone temple city road
woman jar in finds a the field,the woman finds a jar in field,the woman finds a jar in field
youth becomes beautiful man old,beautiful youth becomes old man,beautiful youth becomes old man
near people lake live,people live near lake,people live near lake
side belly head of foot backbone ox animal forearm,head of ox animal belly foot forearm backbone side,head of ox animal belly foot forearm backbone side
stars above quietly youth by sits watching lake,youth sits by lake watching stars above quietly,youth sits by lake watching stars above quietly
sky fear storm man,man fear storm sky,man fear storm sky
woman youth old seated marrow seated / man venerated man,venerated / marrow old man seated man seated woman youth,venerated / marrow old man seated man seated woman youth
woman feel heart life,woman feel heart life,woman feel heart life
seek house storm people fear,people fear storm seek house,people fear storm seek house
sky god lifts above,god lifts sky above,god lifts sky above
father mother loves,father loves mother,father loves mother
back god power give (djed) to / behind temple stability / deity,god / deity to give stability (djed) power behind / back temple,god / deity to give stability (djed) power behind / back temple
peace altar gives,altar gives peace,altar gives peace
bless soul life god,god bless soul life,god bless soul life
soul becomes great god,soul becomes great god,soul becomes great god
ring with mat basket vessel handle stool,stool mat basket with handle ring vessel,stool mat basket with handle ring vessel
teach youth heart father,father teach youth heart,father teach youth heart
soul youth feel strong,youth feel strong soul,youth feel strong soul
power authority holds king,king holds power authority,king holds power authority
animal altar the belly on and stay offering rib side,side rib and animal belly stay on the offering altar,animal belly and side rib stay on the offering altar
man cut sickle servant field pellet grain,sickle cut grain pellet field man servant,sickle cut grain pellet field servant man
back slope mountain man hill to behind / return / retreat road west,man to return / retreat west mountain road behind / back hill slope,man to return / retreat west mountain road behind / back hill slope
strength (djed) / animal force rope power stability rope control tethering belly,rope tethering rope animal belly control power strength / force stability (djed),rope tethering rope animal belly control power strength / force stability (djed)
becomes heart of very the man sweet a,the heart of a man becomes very sweet,the heart of a man becomes very sweet
a chisel a on the uses scribe stone,a scribe uses a chisel on the stone,a scribe uses a chisel on the stone
son a loaf gives to conical the father,the father gives a conical loaf to son,the father gives a conical loaf to son
king protects people temple god,king protects temple people god,king protects temple people god
riverbank with plows the the strong hoe man field road,strong man with the hoe plows the riverbank field road,strong man with the hoe plows the riverbank field road
(give) content (satisfied) loaf conical offering peace / heart / altar peace,conical loaf (give) offering peace / altar peace / content (satisfied) heart,conical loaf (give) offering peace / altar peace / content (satisfied) heart
heart truth god sees,god sees heart truth,god sees heart truth
ka beautiful of spirit mother loves of heart youth the,spirit ka of mother loves the heart of beautiful youth,spirit ka of mother loves the heart of beautiful youth
/ / peace offering thousand altar pellet grain heart,thousand grain / pellet offering peace / altar heart,thousand grain / pellet offering peace / altar heart
life to give,to give life,to give life
pellet jar grain,grain pellet jar,grain pellet jar
god become king,king become god,god become king
king rules strong,strong king rules,strong king rules
grandfather pillar ancestor,pillar grandfather ancestor,pillar grandfather ancestor
hear do of of master and thing writing mouth scribe,scribe hear mouth of master and do writing of thing,scribe hear mouth of master and do writing of thing
back road retreat / behind mountain hill / desert to king west return,king to return / retreat west mountain road behind / back desert hill,king to return / retreat west mountain road behind / back desert hill
loaf (give) father makes conical,father makes conical loaf (give),father makes conical loaf (give)
bird the of backbone very the is small,the backbone of the bird is very small,the backbone of the bird is very small
man reed rests house shelter,man rests reed shelter house,man rests house reed shelter
mighty sedge town authority seat (djed) / stability city ring people throne great power (king) / / throne,ring power authority throne seat / throne sedge (king) people city / town stability (djed) great / mighty,ring power authority throne seat / throne sedge (king) people city / town stability (djed) great / mighty
father gives gold the of ring a,the father gives a ring of gold,the father gives a ring of gold
soul ba hill fly desert the to of father the,soul ba of the father fly to the desert hill,soul ba of the father fly to the desert hill
lord jar loaf milk peace of servant offering bread,servant offering milk jar loaf of bread lord peace,servant offering milk jar loaf of bread lord peace
flood king before begins season yearly inspects field,king inspects field before flood season begins yearly,king inspects field before flood season begins yearly
people altar ox god temple of head offering life / peace,head of ox offering peace / altar god temple people life,head of ox offering peace / altar god temple people life
near strong plows hoe man field the with the lake,strong man with the hoe plows the field near lake,strong man with the hoe plows the field near lake
dawn together gate seeking cross people at peace,people cross gate at dawn seeking peace together,people cross gate at dawn seeking peace together
seated under and loves life star woman beautiful sky light,seated woman loves beautiful life under sky and star light,seated woman loves beautiful life under sky and star light
stone / door bolt people road great house city / gate big town,people gate door bolt city / town great / big house stone road,people gate door bolt city / town great / big house stone road
/ mountain do make / desert writing scribe / to scribe back behind,scribe to do / make writing / scribe behind / back mountain desert,scribe to do / make writing / scribe behind / back mountain desert
fire hill people desert fear storm,people fear storm fire desert hill,people fear desert storm fire hill
ox head god / altar temple of peace life people offering,head of ox offering peace / altar god temple people life,head of ox offering peace / altar god temple people life
god strength gives,god gives strength,god gives strength
king road together across follow desert people,people follow king across desert road together,people follow king across desert road together
on a scribe marks stroke stone the single,the scribe marks a single stroke on stone,the scribe marks a single stroke on stone
horizon the river above the bank stays,the horizon stays above the river bank,the horizon stays above the river bank
touches sky mountain,mountain touches sky,mountain touches sky
loves seated man woman,man loves seated woman,man loves seated woman
the on the senet plays scribe board,the scribe plays on the senet board,the scribe plays on the senet board
god protects town city,god protects city town,god protects city town
west sees road man,man sees road west,man sees road west
a the alone chick youth finds quail,the youth finds a quail chick alone,the youth finds a quail chick alone
slope hill snake emerges,snake emerges hill slope,snake emerges hill slope
of every all master the sees truth the,the master of all every sees the truth,the master of all every sees the truth
upon eye horizon sky face see star,eye see face upon sky horizon star,eye see face upon sky horizon star
mountain desert star hill sky horizon above,sky horizon star above mountain desert hill,sky horizon star above mountain desert hill
storm hears king,king hears storm,king hears storm
papyrus scroll sees king,king sees papyrus scroll,king sees papyrus scroll
a the lord stone of the field finds,the lord of the field finds a stone,the lord of the field finds a stone
god renews cycle life,god renews life cycle,god renews life cycle
loaf man conical eats,man eats conical loaf,man eats conical loaf
become life star scarab emerge ankh horizon,become scarab emerge life ankh horizon star,become scarab emerge life ankh horizon star
handle man basket rope carries,man carries basket handle rope,man carries basket handle rope
to forearm strong / brick do make hand,forearm strong hand to do / make brick,forearm strong hand to do / make brick
/ / face (ba) good upon peace above soul satisfy beautiful god heart / life,heart peace / satisfy soul (ba) above face / upon beautiful / good god life,heart peace / satisfy soul (ba) above face / upon beautiful / good god life
in jar milk vessel jars jar rack,jars in rack vessel jar milk jar,jars in rack vessel jar milk jar
/ (tills) grain hoe field servant pellet plows food,servant hoe plows (tills) field grain / pellet food,servant hoe plows (tills) field grain / pellet food
before temple gate man stands,man stands before temple gate,man stands before temple gate
lord people basket servant house gate all,basket lord all people servant gate house,basket lord all people servant gate house
people fear snake cobra storm,people fear snake cobra storm,people fear snake cobra storm
rule god seated throne,god rule seated throne,god rule seated throne
hill field behind,field behind hill,field behind hill
loaf a bread the thousand gives king,the king gives a thousand loaf bread,the king gives a thousand loaf bread
sky town protect god,god protect sky town,god protect sky town
the path the ka sky to finds spirit,the spirit ka finds the path to sky,the spirit ka finds the path to sky
peace conical thousand offering grain (give) loaf satisfy pellet / /,thousand grain / pellet offering conical loaf (give) peace / satisfy,thousand grain / pellet offering conical loaf (give) peace / satisfy
god the the lake stands above water,the god stands above the lake water,the god stands above the lake water
forearm mother sees,mother sees forearm,mother sees forearm
book mouth scroll hand writing scribe papyrus / eye,book papyrus scroll writing / scribe hand eye mouth,writing / scribe book papyrus scroll hand eye mouth
father jar gives,father gives jar,father gives jar
of town writing do brick thing on scribe of the,scribe of town do writing of the thing on brick,scribe of town do writing of the thing on brick
gives man god strength force,god gives strength force man,god gives strength force man
jars with jar handle jar rack vessel ring basket milk in,jars in rack vessel jar milk jar basket with handle ring,jars in rack vessel jar milk jar basket with handle ring
tills youth the small plows field the,the youth plows tills the small field,the youth plows tills the small field
great temple writes for in scribe king book,scribe writes book in temple for king great,scribe writes book in temple for king great
stay above god the wall authority of mighty great stone,mighty authority of god stay above the great stone wall,mighty authority of god stay above the great stone wall
pellet eats bread grain man,man eats grain pellet bread,man eats grain pellet bread
builds throne seat / authority king power,king builds seat / throne authority power,king builds seat / throne authority power
viper in the papyrus near horned water clump hide the,horned viper hide in the papyrus clump near the water,horned viper hide in the papyrus clump near the water
vessel on the of skins the fox back three stay,three fox skins stay on the back of the vessel,three fox skins stay on the back of the vessel
heart peace great becomes,heart becomes great peace,heart becomes great peace
god protect mountain town,god protect mountain town,god protect mountain town
beauty youth / good loves,youth loves beauty / good,youth loves beauty / good
brick makes servant,servant makes brick,servant makes brick
father field like man plow do,man plow field like father do,man plow field like father do
