Input,Target,Prediction
deity offering peace / altar conical life (give) god (ankh) / loaf,conical loaf (give) offering peace / altar life (ankh) god / deity,conical loaf (give) offering peace / altar god / deity life (ankh)
man shapes stone brick,man shapes brick stone,man shapes brick stone
great power mighty strength becomes,mighty power becomes great strength,mighty power becomes great strength
/ (king) great king power / king mighty authority he sedge,sedge (king) authority great / mighty power he / king king,sedge (king) he / king authority power great / mighty
to / do make forearm strong hand,forearm strong hand to do / make,forearm strong hand to do / make
strong make to do forearm / thing,forearm strong to do / make thing,forearm strong to do / make thing
ripple water of rope tethering coil riverbank rope lake,coil of rope tethering rope riverbank lake water ripple,coil of rope tethering rope riverbank lake water ripple
man night owl hears,man hears owl night,man hears owl night
authority / / power king force strength he,strength / force power authority he / king,strength / force power authority he / king
/ seated loaf satisfy god king throne peace / stone (give) conical,seated god / king conical loaf (give) stone throne peace / satisfy,seated god / king conical loaf (give) stone throne peace / satisfy
desert hill west mountain horizon slope,west mountain desert hill slope horizon,west mountain desert hill slope horizon
god life breathes ankh,god breathes life ankh,god breathes life ankh
path divine follow people,people follow divine path,people follow divine path
great gate makes king strong,strong king makes great gate,strong king makes great gate
underground water hill emerge snake lake ripple desert,underground lake water ripple snake emerge desert hill,underground lake water ripple snake emerge desert hill
mountain shines star above peak,star shines above mountain peak,star shines above mountain peak
man conical eats loaf,man eats conical loaf,man eats conical loaf
soul marrow / old (spirit) father man (ba) ka venerated,old man venerated / marrow father soul (ba) ka (spirit),old man venerated / marrow father soul (ba) ka (spirit)
above mountain sky above west horizon star,west mountain horizon sky star above above,west mountain horizon sky star above above
(or / road exists opens town is found),opens / exists (or is found) road town,opens / exists (or is found) road town
listen man / old (truth/maat) feather hear,old man hear / listen feather (truth/maat),old man hear / listen feather (truth/maat)
by rules authority king,king rules by authority,king rules by authority
water sickle plows road ripple field (tills) river,sickle plows (tills) field river water ripple road,sickle plows (tills) field river water ripple road
riverbank twisted rope flax coil of,twisted flax coil of rope riverbank,twisted flax coil of rope riverbank
cross road people hill desert,people cross road desert hill,people cross road desert hill
people mat stool rest upon,people rest upon stool mat,people rest upon stool mat
follows town road woman,woman follows road town,woman follows road town
mouth vessel / loaf / drink bread eat speak jar,mouth eat / drink / speak bread loaf vessel jar,mouth eat / drink / speak bread loaf vessel jar
old feather eat man speak / drink soul (ba) / (truth/maat) heart,old man eat / drink / speak heart feather (truth/maat) soul (ba),old man eat / drink / speak heart feather (truth/maat) soul (ba)
house bolt (djed) gate door stability,door bolt gate stability (djed) house,door bolt gate stability (djed) house
papyrus scribe reed scroll book leaf hand writing /,reed leaf writing / scribe papyrus scroll book hand,reed leaf writing / scribe papyrus scroll book hand
woman milk jar drinks,woman drinks milk jar,woman drinks milk jar
father gives ankh life,father gives life ankh,father gives life ankh
god authority royal bestows,god bestows royal authority,god bestows royal authority
stone / big great throne adze / seat chisel,adze chisel stone seat / throne great / big,adze chisel stone seat / throne great / big
altar peace / jar milk bread offering thousand,thousand offering peace / altar bread milk jar,thousand offering peace / altar bread milk jar
sky fire great storm fear mighty /,storm fire sky great / mighty fear,storm fire sky great / mighty fear
/ town town road gate city town,road city / town gate town town,road city / town gate town town
cloth / (lord) three (every) fox folded all master thing skins,three fox skins folded cloth thing master (lord) / all (every),three fox skins folded cloth thing great / mighty
god town protects city,god protects city town,god protects city town
shapes stone man brick,man shapes brick stone,man shapes brick stone
lake sky reflects star,lake reflects star sky,lake reflects star sky
cuts grain sickle man,man cuts grain sickle,man cuts grain sickle
sky horizon above mountain star,horizon star sky above mountain,horizon star sky above mountain
jars stone in ring vessel rack stone,ring stone vessel jars in rack stone,ring stone vessel jars in rack stone
face beautiful sees woman,woman sees beautiful face,woman sees beautiful face
town foot city road riverbank / town,foot road riverbank town city / town,foot road riverbank town city / town
people order follow divine,people follow divine order,people follow divine order
fear slope snake desert horned hill viper,horned viper snake fear desert hill slope,horned viper snake fear desert hill slope
love peace woman lotus plant seated,seated woman love lotus plant peace,seated woman love lotus plant peace
all great / / youth (every) big / master (lord) speak eat drink listen hear / /,youth hear / listen great / big master (lord) / all (every) eat / drink / speak,youth hear / listen great / big master (lord) / all (every) eat / drink / speak
authority (king) mighty great / sedge power,sedge (king) authority great / mighty power,sedge (king) authority great / mighty power
life peace / woman love satisfy (ankh) lotus plant seated,seated woman love lotus plant peace / satisfy life (ankh),seated woman love lotus plant peace / satisfy life (ankh)
/ great every king lord lord / big he / love servant,lord / every servant love great / big he / king lord,lord / every servant love great / big he / king lord
commands servant king,king commands servant,king commands servant
ka god spirit gives,god gives ka spirit,god gives ka spirit
people maat divine honor,people honor divine maat,people honor divine maat
me) (i man scribe book / seated,seated man (i / me) scribe book,seated man (i / me) scribe book
beyond god horizon rises eastern,god rises beyond eastern horizon,god rises beyond eastern horizon
/ plows field (tills) pellet sickle grain strong,sickle plows (tills) grain / pellet field strong,sickle plows (tills) grain / pellet field strong
god grants content peace satisfied,god grants peace content satisfied,god grants peace content satisfied
/ (djed) power force / authority stability grandfather pillar strength,pillar / grandfather stability (djed) strength / force power authority,pillar / grandfather stability (djed) strength / force power authority
/ (or / like example) as deity god,like / as (or example) god / deity,like / as (or example) god / deity
speak drink eat bread mouth / / vessel jar,mouth eat / drink / speak bread jar vessel,mouth eat / drink / speak bread jar vessel
lasting grants peace god,god grants lasting peace,god grants lasting peace
land people rules king,king rules land people,king rules land people
of head snake owl bird sees emerge,head of bird owl sees snake emerge,head of bird owl sees snake emerge
people live hill desert,people live desert hill,people live desert hill
/ scribe writing papyrus stroke single book scroll hand,papyrus scroll book writing / scribe hand single stroke,writing / scribe papyrus scroll book hand single stroke
shapes man stone brick,man shapes brick stone,man shapes brick stone
deity / conical (give) offering (ankh) god peace life altar / loaf,conical loaf (give) offering peace / altar god / deity life (ankh),conical loaf (give) offering peace / altar god / deity life (ankh)
/ altar thousand deity god offering peace /,thousand offering peace / altar god / deity,thousand offering peace / altar god / deity
board stool / man seated senet mat,senet board stool / mat seated man,senet board stool / mat seated man
life field (ankh) plows (tills) sickle,sickle plows (tills) field life (ankh),sickle plows (tills) field life (ankh)
/ soul deity life god (ankh) heart,god / deity life (ankh) heart soul,god / deity life (ankh) heart soul
woman walks face upon,woman walks face upon,woman walks face upon
before temple gather gate people,people gather before temple gate,people gather before temple gate
youth man (ankh) become marrow venerated / old life,youth become old man life (ankh) venerated / marrow,youth become old man venerated / marrow life (ankh)
coil tethering lake water rope of riverbank rope ripple,coil of rope tethering rope riverbank lake water ripple,coil of rope tethering rope riverbank lake water ripple
grain / peace pellet offering / thousand heart altar,thousand grain / pellet offering peace / altar heart,thousand grain / pellet offering peace / altar heart
grandfather / (djed) pillar authority stability power,stability (djed) pillar / grandfather power authority,stability (djed) pillar / grandfather power authority
king power authority / force / strength he sedge (king),sedge (king) authority he / king power strength / force,sedge (king) authority he / king power strength / force
power hand ring holds,hand holds ring power,hand holds ring power
tethering rope jars vessel ring stone,tethering rope ring stone vessel jars,tethering rope ring stone vessel jars
youth venerated / (ankh) father marrow mother life,venerated / marrow father mother youth life (ankh),venerated / marrow father mother youth life (ankh)
deity / soul life god (ankh) heart,god / deity life (ankh) heart soul,god / deity life (ankh) heart soul
beauty woman sees upon face,woman sees beauty face upon,woman sees beauty face upon
big / great city strong cut / town road club,strong club cut great / big road city / town,strong club cut great / big road city / town
walks behind house woman,woman walks behind house,woman walks behind house
woman drinks water ripple,woman drinks water ripple,woman drinks water ripple
marrow / father venerated / good beautiful mother,venerated / marrow father mother beautiful / good,venerated / marrow father mother beautiful / good
strength / great authority mighty king / force / power he,authority strength / force power he / king great / mighty,authority strength / force power he / king great / mighty
grants peace lasting god,god grants lasting peace,god grants lasting peace
pellet plows / field (tills) field grain hoe,field grain / pellet hoe plows (tills) field,field grain / pellet hoe plows (tills) field
river bridge cross people,people cross bridge river,people cross bridge river
sky above slope desert hill mountain,sky above mountain desert hill slope,sky above mountain desert hill slope
king / he authority great power / (king) sedge mighty,sedge (king) he / king authority power great / mighty,sedge (king) he / king authority power great / mighty
horizon god rises beyond eastern,god rises beyond eastern horizon,god rises beyond eastern horizon
cross river water people,people cross river water,people cross river water
authority master hear king servant / / all (every) listen (lord),master (lord) / all (every) servant hear / listen authority king,master (lord) / all (every) servant hear / listen authority king
plows man great strong field,strong man plows great field,strong man plows great field
star sky ka horizon (spirit) soul (ba) emerge,soul (ba) ka (spirit) emerge horizon sky star,soul (ba) ka (spirit) emerge horizon sky star
(king) authority mighty great he sedge king / / people,sedge (king) he / king great / mighty authority people,sedge (king) he / king great / mighty authority people
pours woman offering milk,woman pours milk offering,woman pours milk offering
repeatedly plows till earth field,plows till earth repeatedly field,plows till earth repeatedly field
mountain shines star peak above,star shines above mountain peak,star shines above mountain peak
man climbs hill desert,man climbs desert hill,man climbs desert hill
beautiful father good marrow mother (ankh) youth / life venerated /,venerated / marrow father mother youth life (ankh) beautiful / good,venerated / marrow father mother youth life (ankh)
foot town city / town road riverbank gate,foot road town city / town gate riverbank,foot road town city / town gate riverbank
hill from god emerges,god emerges from hill,god emerges from hill
altar grain thousand heart offering pellet / peace /,thousand grain / pellet offering peace / altar heart,thousand grain / pellet offering peace / altar heart
stability pillar grandfather house (djed) great / / city town,stability (djed) pillar / grandfather house city / town great,stability (djed) pillar / grandfather house city / town great
djed lasting stability grants pillar,pillar djed grants lasting stability,pillar djed grants lasting stability
storm god fire sky sends,god sends fire storm sky,god sends fire storm sky
by people gather riverbank,people gather by riverbank,people gather by riverbank
great city town king sees,great king sees city town,great king sees city town
people river live bank near,people live near river bank,people live near river bank
/ (or exists gate is road found) opens,opens / exists (or is found) gate road,opens / exists (or is found) gate road
king sees snake mighty cobra,mighty king sees cobra snake,mighty king sees cobra snake
god horizon opens sky,god opens horizon sky,god opens horizon sky
every good / love beautiful father lord mother / youth,lord / every father love beautiful / good youth mother,lord / every father love beautiful / good youth mother
deity fear cobra / mighty / he snake / king great god,cobra snake fear great / mighty god / deity he / king,cobra snake fear great / mighty god / deity he / king
night star woman sees,woman sees star night,woman sees star night
king servant commands,king commands servant,king commands servant
king judges people land,king judges land people,king judges land people
settle field fertile people,people settle fertile field,people settle fertile field
lake live by people,people live by lake,people live by lake
deity people praise god,people praise god deity,people praise god deity
book papyrus do hand make to scroll / / writing scribe,writing / scribe book papyrus scroll hand to do / make,writing / scribe book papyrus scroll hand to do / make
mighty back / mountain desert behind storm / great hill,great / mighty storm behind / back desert hill mountain,great / mighty storm behind / back desert hill mountain
heart good beautiful youth love / father,father love youth heart beautiful / good,father heart love beautiful / good youth
(ankh) (lord / basket life / good heart all) thing beautiful,basket (lord / all) thing beautiful / good life (ankh) heart,basket (lord / all) thing beautiful / good life (ankh) heart
/ mother / gives beautiful youth birth good begets father,mother father gives birth / begets beautiful / good youth,mother father gives birth / begets beautiful / good youth
behind hill mountain great river,great river behind mountain hill,great river behind mountain hill
pillar city / stability / house grandfather (djed) stone town,stability (djed) pillar / grandfather house city / town stone,stability (djed) pillar / grandfather house city / town stone
bite man snake fears,man fears snake bite,man fears snake bite
emerge above star sky horizon swallow (great),swallow (great) emerge horizon sky star above,swallow (great) emerge horizon sky star above
hill emerge water snake slope desert ripple,snake emerge desert hill slope water ripple,snake emerge desert hill slope water ripple
heaven god stars fixes,god fixes stars heaven,god fixes stars heaven
fire man horizon sees,man sees fire horizon,man sees fire horizon
god gives life water,god gives water life,god gives water life
soul (ankh) life plant heart lotus (ba) sweet,lotus plant sweet life (ankh) soul (ba) heart,lotus plant sweet life (ankh) soul (ba) heart
/ papyrus behind clump back great river big / lake,great / big lake behind / back papyrus clump river,great / big lake behind / back papyrus clump river
backbone god stability strengthens,god strengthens backbone stability,god strengthens backbone stability
fire / / seated great storm / big god do to make king,seated god / king to do / make great / big storm fire,seated god / king to do / make great / big storm fire
horizon beyond eastern rises god,god rises beyond eastern horizon,god rises beyond eastern horizon
fox good beautiful / thing folded three cloth servant skins,three fox skins folded cloth thing beautiful / good servant,three fox skins folded cloth thing beautiful / good servant
power storm sky force breaks,storm breaks sky power force,storm breaks sky power force
fire god storm sends sky,god sends fire storm sky,god sends fire storm sky
grants strong strength god,god grants strength strong,god grants strength strong
(tills) / plows grain field plant pellet sickle,sickle plows (tills) field grain / pellet plant,sickle plows (tills) field grain / pellet plant
town opens / found) road exists is (or,opens / exists (or is found) road town,opens / exists (or is found) road town
above sky horizon hill star west mountain,west mountain horizon sky star above hill,west mountain horizon sky star above hill
voice woman mother hears,woman hears mother voice,woman hears mother voice
town retreat / behind gate return to back /,to return / retreat behind / back gate town,to return / retreat behind / back gate town
carries lord basket woman,woman carries basket lord,woman carries basket lord
woman life loves beautiful,woman loves beautiful life,woman loves beautiful life
hoe pellet plows field grain plant /,field plant grain / pellet hoe plows,field plant grain / pellet hoe plows
god emerges horizon from,god emerges from horizon,god emerges from horizon
scroll single / scribe writing stroke hand papyrus book,writing / scribe papyrus scroll book hand single stroke,writing / scribe papyrus scroll book hand single stroke
old honor people man,people honor old man,people honor old man
town stone make / house to city do brick man /,man to do / make house brick stone city / town,man to do / make house brick stone city / town
bread / peace satisfy (give) loaf conical heart,conical loaf (give) bread heart peace / satisfy,conical loaf (give) bread heart peace / satisfy
temple gather people,people gather temple,people gather temple
soul (ba) sweet woman hear listen seated heart /,seated woman hear / listen sweet heart soul (ba),seated woman hear / listen sweet heart soul (ba)
hears quail chick man,man hears quail chick,man hears quail chick
god sky from watches,god watches from sky,god watches from sky
strength forearm man grips,man grips forearm strength,man grips forearm strength
of man heart god sees,god sees heart of man,god sees heart of man
grain (tills) field hoe pellet field / plows,field grain / pellet hoe plows (tills) field,grain / pellet field hoe plows (tills) field
great power mighty becomes strength,mighty power becomes great strength,mighty power becomes great strength
road follow west people,people follow road west,people follow road west
swallow sky (great) above mountain hill,swallow (great) sky above mountain hill,swallow (great) sky above mountain hill
chisel holds stone man,man holds chisel stone,man holds chisel stone
god opens gate hidden,god opens hidden gate,god opens hidden gate
snake bite man fears,man fears snake bite,man fears snake bite
mountain shapes stone god,god shapes stone mountain,god shapes stone mountain
temple house king guards,king guards house temple,king guards house temple
owl hears man,man hears owl,man hears owl
people judges land king,king judges land people,king judges land people
from emerges god hill,god emerges from hill,god emerges from hill
walks woman river bank beside,woman walks beside river bank,woman walks beside river bank
opens exists city town road gate / (or found) is / town,opens / exists (or is found) gate road town city / town,opens / exists (or is found) gate road city / town town
beautiful soul good / back horizon (ba) / sky emerge behind,beautiful / good soul (ba) emerge behind / back sky horizon,beautiful / good soul (ba) emerge behind / back sky horizon
people praise mighty god,people praise mighty god,people praise mighty god
youth book writing / papyrus scribe make scroll / to do,writing / scribe to do / make papyrus scroll book youth,writing / scribe to do / make papyrus scroll book youth
woman milk opens jar,woman opens jar milk,woman opens jar milk
owl hears night man,man hears owl night,man hears owl night
hears good lord servant speak,good servant hears lord speak,good servant hears lord speak
/ placenta youth animal / gives belly birth begets good beautiful,animal belly placenta gives birth / begets beautiful / good youth,animal belly placenta gives birth / begets beautiful / good youth
peak above mountain shines star,star shines above mountain peak,star shines above mountain peak
snake club fear snake strength cobra / force,club strength / force fear cobra snake snake,club strength / force snake snake snake
/ great (plural big stroke thing stroke single marker),single stroke stroke (plural marker) thing great / big,single stroke stroke (plural marker) thing great / big
stroke papyrus single hand scroll writing / scribe book,papyrus scroll book writing / scribe hand single stroke,papyrus scroll book writing / scribe hand single stroke
eye head star sees of sky bird,head of bird eye sees star sky,head of bird eye sees star sky
maat truth heart loves,heart loves truth maat,heart loves truth maat
ba god renews soul,god renews soul ba,god renews soul ba
words man sacred writes,man writes sacred words,man writes sacred words
/ stability house (djed) grandfather city stone pillar town /,stability (djed) pillar / grandfather house city / town stone,stability (djed) pillar / grandfather house city / town stone
life gives god great people,great god gives life people,great god gives life people
life youth mother gives good,good mother gives life youth,good mother gives life youth
to good make beautiful scroll writing / papyrus do scribe hand / /,writing / scribe to do / make beautiful / good papyrus scroll hand,writing / scribe to do / make beautiful / good papyrus scroll hand
all) / basket big / (lord thing great,basket (lord / all) thing great / big,basket (lord / all) thing great / big
peace good / beautiful (ankh) sweet make / / life to do satisfy god,beautiful / good god to do / make life (ankh) sweet peace / satisfy,beautiful / good god to do / make life (ankh) sweet peace / satisfy
quail man chick hears,man hears quail chick,man hears quail chick
door man opens wooden,man opens wooden door,man opens wooden door
knot rope binds man,man binds rope knot,man binds rope knot
man sickle cuts grain,man cuts grain sickle,man cuts grain sickle
lotus life love seated (ankh) woman plant satisfy / peace,seated woman love lotus plant peace / satisfy life (ankh),seated woman love lotus plant peace / satisfy life (ankh)
stone jars vessel rack in ring stone,ring stone vessel jars in rack stone,ring stone vessel jars in rack stone
good / heart plant love beautiful lotus,heart love beautiful / good lotus plant,heart love beautiful / good lotus plant
sky head eye of bird star sees,head of bird eye sees star sky,head of bird eye sees star sky
hoe field man holds,man holds hoe field,man holds hill field
to behind retreat / town back return / road gate,to return / retreat behind / back gate town road,to return / retreat behind / back gate town road
sees man night owl,man sees owl night,man sees owl night
grain woman pellet tends,woman tends grain pellet,woman tends grain pellet
venerated sees / deity marrow / god sky star father,venerated / marrow father sees god / deity star sky,venerated / marrow father sees god / deity star sky
sickle man plant cuts,man cuts plant sickle,man cuts plant sickle
temple builds king stone,king builds stone temple,king builds stone temple
jar water man carries ripple,man carries jar water ripple,man carries jar water ripple
storm fear people great,people fear great storm,people fear great storm
heart soul (ba) / hear father marrow venerated,venerated / marrow father hear heart soul (ba),venerated / marrow father hear heart soul (ba)
jar vessel / / of eat bread speak drink loaf youth,youth eat / drink / speak loaf of bread jar vessel,youth eat / drink / speak loaf of bread jar vessel
pours water woman vessel,woman pours water vessel,woman pours water vessel
servant good lord speak hears,good servant hears lord speak,good servant hears lord speak
drink sweet people water,people drink sweet water,people drink sweet water
adze town town stone chisel city / house brick,chisel adze stone brick house city / town town,chisel adze stone brick house city / town
force / strength backbone rib / power side,side / rib backbone strength / force power,side / rib backbone strength / force power
(ba) heart listen feather (truth/maat) / scribe hear soul,scribe hear / listen feather (truth/maat) heart soul (ba),scribe hear / listen feather (truth/maat) heart soul (ba)
plows grain field / hoe plant pellet (tills) field,grain / pellet field hoe plows (tills) field plant,grain / pellet field hoe plows (tills) field plant
/ venerated satisfy peace / heart mother (ba) marrow soul,venerated / marrow mother heart soul (ba) peace / satisfy,venerated / marrow mother heart soul (ba) peace / satisfy
good / sweet beautiful life lotus plant,lotus plant sweet beautiful / good life,lotus plant sweet beautiful / good life
hill above west star mountain sky horizon,west mountain horizon sky star above hill,west mountain horizon sky star above hill
hidden god opens gate,god opens hidden gate,god opens hidden gate
/ altar offering (ba) / god deity thousand peace soul,thousand offering peace / altar god / deity soul (ba),thousand offering peace / altar god / deity soul (ba)
rope rope gate of tethering coil,tethering rope coil of rope gate,tethering rope coil of rope gate
milk vessel handle basket with jar,basket with handle milk jar vessel,basket with handle milk jar vessel
star sky soul horizon (spirit) emerge ka (ba),soul (ba) ka (spirit) emerge horizon sky star,soul (ba) ka (spirit) emerge horizon sky star
snake lake emerge water underground ripple,underground lake water ripple snake emerge,underground lake water ripple snake emerge
storm fire / sky great mighty mountain,storm fire sky great / mighty mountain,storm fire sky great / mighty mountain
every lord people follow,people follow lord every,people follow lord every
horizon mountain desert star hill sky,horizon star sky mountain desert hill,horizon star sky mountain desert hill
/ he authority / strength power sedge force (king) king,sedge (king) authority he / king power strength / force,sedge (king) authority he / king power strength / force
town city / house / great (djed) pillar stability grandfather,stability (djed) pillar / grandfather house city / town great,stability (djed) pillar / grandfather house city / town great
great jars vessel stone rack in ring,ring stone vessel jars in rack great,ring stone vessel jars in rack great
sky emerge star horizon (great) swallow,swallow (great) emerge horizon sky star,swallow (great) emerge horizon sky star
(tills) field great / plows mighty sickle,sickle plows (tills) great / mighty field,sickle plows (tills) great / mighty field
city god protects town,god protects city town,god protects city town
old (truth/maat) hear listen / man feather,old man hear / listen feather (truth/maat),old man hear / listen feather (truth/maat)
milk opens woman jar,woman opens jar milk,woman opens jar milk
hill be) hare desert desert (to viper slope snake horned,horned viper snake desert hill slope desert hare (to be),horned viper snake desert hill slope desert hare (to be)
/ great do / king seated to big fire / storm god make,seated god / king to do / make great / big storm fire,seated god / king to do / make great / big storm fire
milk jar sweet face peace / temple upon altar /,sweet milk jar face / upon peace / altar temple,sweet milk jar face / upon peace / altar temple
peace marrow / (ba) heart venerated satisfy / mother soul,venerated / marrow mother heart soul (ba) peace / satisfy,venerated / marrow mother heart soul (ba) peace / satisfy
youth beautiful mother begets / / father birth gives good,mother father gives birth / begets beautiful / good youth,mother father gives birth / begets beautiful / good youth
stone brick house adze chisel city town / town,chisel adze stone brick house city / town town,chisel adze stone brick house city / town town
mother venerated beautiful father good marrow / /,venerated / marrow father mother beautiful / good,venerated / marrow father mother beautiful / good
animal birth life belly gives begets youth / placenta,placenta animal belly gives birth / begets youth life,placenta animal belly gives birth / begets youth life
man becomes youth old beautiful,beautiful youth becomes old man,beautiful youth becomes old man
god great rules sky,great god rules sky,great god rules sky
every man jar eats bread,every man eats bread jar,every man eats bread jar
/ authority he great king hear listen / people,people hear / listen authority he / king great,people hear / listen authority he / king great
good lotus become sweet life plant / beautiful (ankh),beautiful / good lotus plant become sweet life (ankh),beautiful / good lotus plant become sweet life (ankh)
deity god (spirit) mighty (ankh) life ka / / (ba) soul great,ka (spirit) soul (ba) life (ankh) god / deity great / mighty,ka (spirit) soul (ba) life (ankh) god / deity great / mighty
soul beautiful mother heart / listen / good (ba) hear,mother hear / listen beautiful / good heart soul (ba),mother hear / listen beautiful / good heart soul (ba)
woman beautiful face sees,woman sees beautiful face,woman sees beautiful face
people king leads west,king leads people west,king leads people west
forearm make do hand / brick strong to,forearm strong hand to do / make brick,forearm strong hand to do / make brick
order maat commands god,god commands order maat,god commands order maat
seat / adze chisel great throne stone,chisel adze stone seat / throne great,chisel adze stone seat / throne great
man bird seated owl heart head sees of,owl head of bird sees seated man heart,owl head of bird sees seated man heart
god water life gives,god gives water life,god gives water life
winding cross road people,people cross winding road,people cross road writing
hill desert people beyond travel,people travel beyond desert hill,people travel beyond desert hill
sky west horizon star hill mountain above,west mountain horizon sky star above hill,west mountain horizon sky star above hill
woman opens milk jar,woman opens jar milk,woman opens jar milk
near live people lake,people live near lake,people live near lake
rope town / tethering city coil of rope riverbank road,coil of rope tethering rope riverbank road city / town,coil of rope tethering rope riverbank road city / town
power ring holds hand,hand holds ring power,hand holds ring power
power sedge / / force strength he (king) authority king,he / king sedge (king) authority power strength / force,sedge (king) authority he / king power strength / force
thing fox skins three folded cloth,three fox skins folded cloth thing,three fox skins folded cloth thing
town / mighty behind / gate city / back great cobra,great / mighty cobra behind / back gate city / town,great / mighty cobra behind / back gate city / town
soul / heart life god deity (ankh),god / deity life (ankh) heart soul,god / deity life (ankh) heart soul
sees man sky light,man sees light sky,man sees light sky
sees owl head of bird bird,owl head of bird sees bird,owl head of bird sees bird
lotus beautiful plant heart (ankh) / sweet good life,lotus plant sweet beautiful / good life (ankh) heart,lotus plant sweet beautiful / good life (ankh) heart
door town / city gate bolt town house,door bolt gate house city / town town,door bolt gate house city / town town
hears people prayers god,god hears prayers people,god hears prayers people
/ vessel peace offering altar jar jar milk,jar vessel milk jar offering peace / altar,jar vessel milk jar offering peace / altar
hill ripple slope water desert snake emerge,snake emerge desert hill slope water ripple,snake emerge desert hill slope water ripple
man slope hill walks,man walks hill slope,man walks hill slope
god brings satisfied peace,god brings peace satisfied,god brings peace satisfied
make servant house to / brick do,servant to do / make brick house,servant to do / make brick house
(djed) / door gate house bolt city town stability,door bolt gate stability (djed) house city / town,door bolt gate stability (djed) house city / town
reed scribe leaf / scribe papyrus writing scroll hand,reed leaf writing / scribe papyrus scroll hand scribe,reed leaf writing / scribe papyrus scroll hand scribe
god order maat commands,god commands order maat,god commands order maat
force god strength gives,god gives strength force,god gives strength force
stone great adze / seat / throne chisel big,adze chisel stone seat / throne great / big,adze chisel stone seat / throne great / big
power royal symbolizes throne seat,seat throne symbolizes royal power,seat throne symbolizes royal power
snake emerge water ripple river underground,underground snake emerge water ripple river,underground snake river water ripple emerge
viper hill (to desert slope horned snake hare be) desert,horned viper snake desert hill slope desert hare (to be),horned viper snake desert hill slope desert hare (to be)
man city gate opens,man opens city gate,man opens city gate
opens sky god horizon,god opens horizon sky,god opens horizon sky
house brick / forearm great / make do strong to big,strong forearm to do / make great / big brick house,strong forearm to do / make great / big brick house
gate stability house bolt (djed) door,door bolt gate stability (djed) house,door bolt gate stability (djed) house
desert hill cross people,people cross desert hill,people cross desert hill
/ beautiful youth heart love good father,father love youth heart beautiful / good,father love youth heart beautiful / good
make scroll good beautiful writing / papyrus scribe hand to / / do,writing / scribe to do / make beautiful / good papyrus scroll hand,writing / scribe to do / make beautiful / good papyrus scroll hand
chick man quail hears,man hears quail chick,man hears quail chick
altar god peace / thousand offering / deity,thousand offering peace / altar god / deity,thousand offering peace / altar god / deity
birth good beautiful life (ankh) begets youth / / mother gives,mother gives birth / begets beautiful / good youth life (ankh),mother gives birth / begets beautiful / good youth life (ankh)
underground west god from emerges,god emerges from underground west,god emerges from underground west
emerge ripple water snake lake underground,underground lake water ripple snake emerge,underground lake water ripple snake emerge
belly gives life birth animal youth (ankh) / begets,animal belly gives birth / begets youth life (ankh),animal belly gives birth / begets youth life (ankh)
(lord) all / master power servant (every) authority,authority power master (lord) / all (every) servant,authority power master (lord) / all (every) servant
mouth jar / drink bread speak eat /,mouth eat / drink / speak bread jar,mouth eat / drink / speak bread jar
head field strong / grain of ox hoe pellet,head of ox grain / pellet field hoe strong,head of ox grain / pellet field hoe strong
sky god controls storm,god controls storm sky,god controls storm sky
people temple near gather,people gather near temple,people gather near temple
field man plows land,man plows land field,man plows land field
house town / town / city pillar grandfather (djed) stability,stability (djed) pillar / grandfather house city / town town,stability (djed) pillar / grandfather house city / town town
servant lord hears good speak,good servant hears lord speak,good servant hears lord speak
papyrus reed lake river shelter clump,reed shelter lake papyrus clump river,reed shelter lake papyrus clump river
pours woman milk offering,woman pours milk offering,woman pours milk offering
old marrow venerated soul / man father,old man venerated / marrow father soul,old man venerated / marrow father soul
make / strong forearm stone do brick to,forearm strong to do / make stone brick,forearm strong to do / make stone brick
people follow road west,people follow road west,people follow road west
water emerge ripple river life field (ankh),life (ankh) emerge water ripple river field,life (ankh) emerge water ripple river field
behind walks house man gate,man walks behind house gate,man walks behind house gate
people west travel road,people travel road west,people travel road west
life loves woman child,woman loves child life,woman loves child life
(satisfied) / god (ankh) content (ba) peace life heart soul,heart peace / content (satisfied) soul (ba) life (ankh) god,heart peace / content (satisfied) soul (ba) life (ankh) god
opens secret house god,god opens secret house,god opens secret house
(great) bird horizon quail head of swallow sky chick,quail chick head of bird swallow (great) sky horizon,quail chick head of bird swallow (great) sky horizon
stone mighty throne become / / beautiful great throne / seat good,great / mighty stone become beautiful / good throne seat / throne,great / mighty stone become beautiful / good throne seat / throne
field reed shelter stands near,reed shelter stands near field,reed shelter stands near field
opens road exists gate found) / (or is,opens / exists (or is found) gate road,opens / exists (or is found) gate road
venerated man heart old peace satisfy / / marrow,old man venerated / marrow heart peace / satisfy,old man venerated / marrow heart peace / satisfy
pellet field strong head / ox grain of hoe,head of ox grain / pellet field hoe strong,head of ox grain / pellet field hoe strong
people open cross plain,people cross open plain,people cross open plain
god power gives king,god gives power king,god gives power king
strong strength grants god,god grants strength strong,god grants strength strong
city opens gate man,man opens city gate,man opens city gate
face sees horizon upon eye,eye sees face upon horizon,eye sees face upon horizon
river from drinks man,man drinks from river,man drinks from river
heart of god sees man,god sees heart of man,god sees heart of man
creates mountain god land,god creates mountain land,god creates mountain land
king protects city people,king protects city people,king protects city people
