Input,Target,Prediction
listens man seated,seated man listens,seated man listens
life returns soul,soul returns life,soul returns life
mother bread eats of loaf,mother eats loaf of bread,mother eats loaf of bread
altar offering placed,offering placed altar,offering placed altar
city town road near /,road near city / town,road near city / town
strength seeks youth,youth seeks strength,youth seeks strength
forearm sees mother,mother sees forearm,mother sees forearm
spirit god ka,ka spirit god,god ka spirit
great mighty god,god great mighty,great mighty god
/ ka the god (the double) spirit loves,god loves ka (the spirit / the double),god loves ka (the spirit / the double)
old man wisdom,old man wisdom,old man wisdom
power strong backbone,strong backbone power,strong backbone power
cuts plant youth,youth cuts plant,youth cuts plant
jars rack in,jars in rack,jars in rack
ankh life god,ankh life god,life ankh god
underground sees man,man sees underground,man sees underground
heart fear holds,heart holds fear,heart holds fear
king throne loves,king loves throne,king loves throne
feather (truth/maat) judges heart,feather (truth/maat) judges heart,feather (truth/maat) judges heart
(ba) (spirit) soul ka joins,ka (spirit) joins soul (ba),ka (spirit) joins soul (ba)
horned snake viper,horned viper snake,horned viper snake
of town lord,lord of town,lord of town
gives storm fear,storm gives fear,storm gives fear
peace temple altar,peace altar temple,peace altar temple
mighty great king,great mighty king,king great mighty
plant water lotus ripple,lotus plant water ripple,lotus plant water ripple
conical scribe loaf (give) gives,scribe gives conical loaf (give),scribe gives conical loaf (give)
temple altar peace,peace altar temple,peace altar temple
makes god field,god makes field,god makes field
people god honor,people honor god,people honor god
king throne sedge,throne king sedge,throne king sedge
god sees / old man deity,old man sees god / deity,old man sees god / deity
eye sees horizon,eye sees horizon,eye sees horizon
behind desert west,west behind desert,west behind desert
scribe hears people,scribe hears people,scribe hears people
desert mother sees,mother sees desert,mother sees desert
loves scribe authority,scribe loves authority,scribe loves authority
seeks strength youth,youth seeks strength,youth seeks strength
gives chisel servant,servant gives chisel,servant gives chisel
holds water jar,jar holds water,jar holds water
star mother sees,mother sees star,mother sees star
authority comes law,law comes authority,law comes authority
town sky above,sky above town,sky above town
stability djed power,stability djed power,stability djed power
in rack house,rack in house,rack in house
drink eats mouth,mouth eats drink,mouth eats drink
birth / begets gives god,god gives birth / begets,god gives birth / begets
slope sees man hill,man sees hill slope,man sees hill slope
god ka spirit,god ka spirit,ka spirit god
lake ripple water,lake water ripple,water ripple lake
prayer brings peace,prayer brings peace,prayer brings peace
dead underground west,west underground dead,west underground dead
grain / pellet yields field,field yields grain / pellet,field yields grain / pellet
becomes heart peace,heart becomes peace,heart becomes peace
fear authority god,fear god authority,fear god authority
gives strength backbone,backbone gives strength,backbone gives strength
road town foot,foot road town,foot road town
house man makes,man makes house,man makes house
servant road plows,servant plows road,servant plows road
mouth words speaks,mouth speaks words,mouth speaks words
he authority king,he king authority,he king authority
offering in vessel,offering in vessel,offering in vessel
plows road servant,servant plows road,servant plows road
authority of king,authority of king,authority of king
city town people,city town people,city town people
basket lord every,basket lord every,basket lord every
fear heart holds,heart holds fear,heart holds fear
sees man cobra,man sees cobra,man sees cobra
/ deity god offering,offering god / deity,offering god / deity
man marrow old venerated /,old man venerated / marrow,old man venerated / marrow
(great) youth sees swallow,youth sees swallow (great),youth sees swallow (great)
life ankh god,life ankh god,life ankh god
king mountain sees,king sees mountain,king sees mountain
brick servant makes,servant makes brick,servant makes brick
power maintains order,power maintains order,power maintains order
temple deity god,temple god deity,temple god deity
the loves youth / (the spirit ka double),youth loves ka (the spirit / the double),youth loves ka (the spirit / the double)
makes slope hill god,god makes hill slope,god makes hill slope
placenta sees mother,mother sees placenta,mother sees placenta
god people hear,people hear god,people hear god
of strength god,strength of god,strength of god
gives bird head servant of,servant gives head of bird,servant gives head of bird
strength power gives,power gives strength,power gives strength
holds vessel water,vessel holds water,vessel holds water
writes scribe authority,scribe writes authority,scribe writes authority
judged maat heart,heart judged maat,heart judged maat
father offering makes,father makes offering,father makes offering
fills life land,life fills land,life fills land
deity scribe hears god /,scribe hears god / deity,scribe hears god / deity
/ man / speak drink eat,man eat / drink / speak,man eat / drink / speak
throne king sits,king sits throne,king sits throne
father ring gives,father gives ring,father gives ring
bring people offering,people bring offering,people bring offering
mother jar sees milk,mother sees milk jar,mother sees milk jar
god people see deity /,people see god / deity,people see god / deity
road town foot,foot road town,foot road town
feather heart (truth/maat),feather (truth/maat) heart,truth/maat) heart
god gives peace,god gives peace,god gives peace
book writes scribe,scribe writes book,scribe writes book
god desert hill makes,god makes desert hill,god makes desert hill
god ka spirit,ka spirit god,ka spirit god
hear listen / god,god hear / listen,god hear / listen
servant work do,servant do work,servant do work
face woman upon,woman face upon,woman face upon
mouth sweet tastes,mouth tastes sweet,mouth tastes sweet
old / eats man pellet grain,old man eats grain / pellet,old man eats grain / pellet
of authority king,authority of king,authority of king
face upon eye,eye face upon,eye face upon
makes single scribe stroke,scribe makes single stroke,scribe makes single stroke
near river temple,temple near river,temple near river
truth measures feather,feather measures truth,feather measures truth
authority power king,authority power king,authority power king
father loves king,father loves king,father loves king
makes handle basket mother with,mother makes basket with handle,mother makes basket with handle
/ scribe writing book,writing / scribe book,writing / scribe book
life ankh plant,plant life ankh,plant life ankh
gives god / great mighty,god gives great / mighty,god gives great / mighty
old wisdom heart,wisdom heart old,wisdom heart old
youth star sees,youth sees star,youth sees star
youth force strength,youth strength force,youth strength force
forearm man hand,hand forearm man,hand forearm man
sky reflects lake,lake reflects sky,lake reflects sky
protects people god,god protects people,god protects people
order ensures maat,maat ensures order,maat ensures order
water jar holds,jar holds water,jar holds water
ripple water lake,water ripple lake,water ripple lake
/ peace loves satisfy king,king loves peace / satisfy,king loves peace / satisfy
heart hears god,god hears heart,god hears heart
life father gives,father gives life,father gives life
field grows plant,field grows plant,plant grows field
life ankh gives,ankh gives life,life ankh gives
jar offering milk,milk jar offering,milk jar offering
life spirit ka,ka spirit life,ka spirit life
heart peace seeks,heart seeks peace,heart seeks peace
drinks water ripple youth,youth drinks water ripple,youth drinks water ripple
god sees people,god sees people,god sees people
sees woman owl,woman sees owl,woman sees owl
touches sky mountain,mountain touches sky,mountain touches sky
pillar supports grandfather house /,pillar / grandfather supports house,pillar / grandfather supports house
/ god strength gives force,god gives strength / force,god gives strength / force
becomes god king,king becomes god,king becomes god
strong king rules,strong king rules,strong king rules
love king people,people love king,people love king
stability gives maat,maat gives stability,maat gives stability
strength gains youth,youth gains strength,youth gains strength
gains youth strength,youth gains strength,youth gains strength
book scroll papyrus,book papyrus scroll,papyrus scroll book
road follow people,people follow road,people follow road
face god upon,face upon god,god face upon
sees soul god (ba),god sees soul (ba),god sees soul (ba)
behind west underground,underground behind west,underground behind west
city beautiful town,beautiful city town,beautiful city town
desert surrounds town,desert surrounds town,desert surrounds town
in rack jars house,jars in rack house,jars in rack house
sees father head ox of,father sees head of ox,father sees head of ox
above star sky,star above sky,star above sky
king people see,people see king,people see king
makes sky god,god makes sky,god makes sky
gives power life,life gives power,life gives power
sees lake youth,youth sees lake,youth sees lake
town house behind,house behind town,house behind town
field near river,river near field,river near field
desert surrounds town,desert surrounds town,desert surrounds town
people god hears,god hears people,god hears people
hears king truth,king hears truth,king hears truth
river city behind,city behind river,city behind river
wall gate behind,gate behind wall,gate behind wall
hand mother sees,mother sees hand,mother sees hand
sees gate youth,youth sees gate,youth sees gate
god listen hear /,hear / listen god,god hear / listen
god deity / offering,offering god / deity,offering god / deity
woman listens seated,seated woman listens,seated woman listens
sees scribe eye,scribe sees eye,scribe sees eye
pillar stone temple / grandfather,stone temple pillar / grandfather,stone temple pillar / grandfather
towns between road,road between towns,road between towns
life god gives,god gives life,god gives life
town near desert,desert near town,desert near town
(lord) (every) master all /,master (lord) / all (every),master (lord) / all (every)
life give to,to give life,to give life
king makes temple,king makes temple,king makes temple
holds hand rope,hand holds rope,hand holds rope
great god king,great god king,great god king
great god mighty,great mighty god,great mighty god
town road desert,road desert town,road desert town
mountain behind city,city behind mountain,city behind mountain
of servant head bird sees,servant sees head of bird,servant sees head of bird
(djed) / pillar stability grandfather,stability (djed) pillar / grandfather,stability (djed) pillar / grandfather
town desert road,road desert town,road desert town
fire fear people,people fear fire,people fear fire
god pilgrims hears,god hears pilgrims,god hears pilgrims
sees owl woman,woman sees owl,woman sees owl
silence fear brings,silence brings fear,silence brings fear
gives man chisel,man gives chisel,man gives chisel
leaf sees reed mother,mother sees reed leaf,mother sees reed leaf
king throne loves,king loves throne,king loves throne
riverbank hill slopes,riverbank slopes hill,riverbank slopes hill
makes sky god,god makes sky,god makes sky
cobra throne guards,cobra guards throne,cobra guards throne
sees king town,king sees town,king sees town
listen people hear,hear listen people,hear listen people
eats grain youth,youth eats grain,youth eats grain
scribe / scribe sees writing,scribe sees writing / scribe,scribe sees writing / scribe
night owl hears,owl hears night,owl hears night
grows field grain,field grows grain,field grows grain
papyrus sees scribe clump,scribe sees papyrus clump,scribe sees papyrus clump
walks road foot,foot walks road,foot walks road
servant road plows,servant plows road,servant plows road
mother woman becomes,woman becomes mother,woman becomes mother
twisted servant flax sees,servant sees twisted flax,servant sees twisted flax
town builds brick,brick builds town,brick builds town
hears mother youth,mother hears youth,mother hears youth
bird head watches,bird head watches,bird head watches
opens house gate,gate opens house,gate opens house
obeys maat heart,heart obeys maat,heart obeys maat
eats grain mouth,mouth eats grain,mouth eats grain
serve king people,people serve king,people serve king
city big great,great big city,great big city
near town river,town near river,town near river
(upon) god on / face,face / on (upon) god,face / on (upon) god
woman listens seated,seated woman listens,seated woman listens
door king bolt makes,king makes door bolt,king makes door bolt
lake temple behind,lake behind temple,lake behind temple
weighs truth heart,truth weighs heart,heart weighs truth
west soul ba,soul ba west,soul ba west
hears youth old man,old man hears youth,old man hears youth
god soul hears,god hears soul,god hears soul
youth old loves man,youth loves old man,youth loves old man
field near river,river near field,river near field
djed stability power,stability djed power,stability djed power
temple upon face /,temple face / upon,temple face / upon
strength gives god,god gives strength,god gives strength
boat crosses river,boat crosses river,boat crosses river
gives joy life,life gives joy,life gives joy
sees writing / scribe scribe,scribe sees writing / scribe,scribe sees scribe / writing
bread loaf man of eats,man eats loaf of bread,man eats loaf of bread
hear people king,people hear king,people hear king
vessel servant gives,servant gives vessel,servant gives vessel
heart becomes peace,heart becomes peace,heart becomes peace
opens gate town,gate opens town,gate opens town
foot road walks,foot walks road,foot walks road
/ upon face sky,sky face / upon,sky face / upon
has man heart,man has heart,man has heart
loaf youth eats bread of,youth eats loaf of bread,youth eats loaf of bread
to return west,to return west,to return west
desert behind hill,hill behind desert,hill behind desert
forearm king sees,king sees forearm,king sees forearm
king makes offering,king makes offering,king makes offering
gives king life,king gives life,king gives life
satisfy / youth loves peace,youth loves peace / satisfy,youth loves peace / satisfy
temple has city,city has temple,city has temple
follow people road,people follow road,people follow road
town near desert,desert near town,desert near town
people town city,city town people,city town people
beneath god sky,god beneath sky,god beneath sky
god all) basket gives / (lord,god gives basket (lord / all),god gives basket (lord / all)
behind mountain sky,mountain behind sky,mountain behind sky
gate has town,town has gate,town has gate
god / peace satisfy,peace / satisfy god,peace / satisfy god
(ba) underground soul,soul (ba) underground,soul (ba) underground
sweet becomes life,life becomes sweet,life becomes sweet
scribe makes stroke single,scribe makes single stroke,scribe makes single stroke
gate town has,town has gate,town has gate
head ox sees youth of,youth sees head of ox,youth sees head of ox
strength makes strong,strength makes strong,strength makes strong
pillar djed stability,djed pillar stability,djed pillar stability
(lord) all master / (every),master (lord) / all (every),master (lord) / all (every)
bread loaf of,loaf of bread,loaf of bread
heart man has,man has heart,man has heart
writing youth learns,youth learns writing,youth learns writing
mother loves father,mother loves father,father loves mother
god mighty great,great god mighty,great mighty god
sees ox of father head,father sees head of ox,father sees head of ox
life scarab become,scarab become life,scarab become life
king scroll papyrus sees,king sees papyrus scroll,king sees papyrus scroll
sees youth sky,youth sees sky,youth sees sky
truth measures feather,feather measures truth,feather measures truth
(great) hears swallow mother,mother hears swallow (great),mother hears swallow (great)
field plows tills,field plows tills,plows tills field
loves authority scribe,scribe loves authority,scribe loves authority
desert road crosses,road crosses desert,road crosses desert
face sees eye,eye sees face,eye sees face
road river crosses,road crosses river,road crosses river
sees father youth,father sees youth,father sees youth
conical (give) god loaf gives,god gives conical loaf (give),god gives conical loaf (give)
altar peace / temple,peace / altar temple,peace / altar temple
storm fears servant,servant fears storm,servant fears storm
life gives ankh,ankh gives life,life ankh gives
palace near temple,palace near temple,palace near temple
man plant eats lotus,man eats lotus plant,man eats lotus plant
people obey authority,people obey authority,people obey authority
seeks peace heart,heart seeks peace,heart seeks peace
city road town,road town city,road town city
(king) sedge life (ankh) loves,sedge (king) loves life (ankh),sedge (king) loves life (ankh)
city near / town road,road near city / town,road near city / town
chisel cuts stone,chisel cuts stone,chisel cuts stone
sees underground man,man sees underground,man sees underground
house reed shelter,reed shelter house,reed shelter house
servant makes gate,servant makes gate,servant makes gate
city man people,city people man,city people man
town face upon /,town face / upon,town face / upon
papyrus writing scroll,papyrus scroll writing,papyrus scroll writing
town city road,road town city,road town city
drinks ripple man water,man drinks water ripple,man drinks water ripple
sees / beauty good youth,youth sees beauty / good,youth sees beauty / good
builds temple stone,stone builds temple,stone builds temple
hears god people,god hears people,god hears people
speaks truth mouth,mouth speaks truth,mouth speaks truth
field holds land,land holds field,land holds field
lake river behind,river behind lake,river behind lake
water vessel ripple,vessel water ripple,vessel water ripple
sees hoe man,man sees hoe,man sees hoe
desert sees man hill,man sees desert hill,man sees desert hill
sees mother eye,mother sees eye,mother sees eye
maat stability (djed),maat stability (djed),maat stability (djed)
order peace gives,order gives peace,order gives peace
god mighty great,god great mighty,great mighty god
behind gate house,gate behind house,house behind gate
heart becomes peace,heart becomes peace,heart becomes peace
house people contains,house contains people,house contains people
king gives bread,king gives bread,king gives bread
sedge power (king),sedge (king) power,sedge (king) power
gives chisel servant,servant gives chisel,servant gives chisel
god honor people,people honor god,people honor god
scribe hears god,scribe hears god,scribe hears god
speak mouth drink eat,mouth eat drink speak,mouth eat drink speak
fills peace heart,peace fills heart,peace fills heart
sees lake youth,youth sees lake,youth sees lake
god hears scribe,scribe hears god,scribe hears god
gives life ankh,life ankh gives,ankh gives life
town behind river,town behind river,town behind river
basket king with gives handle,king gives basket with handle,king gives basket with handle
scribe quail chick sees,scribe sees quail chick,scribe sees quail chick
god throne seated,seated god throne,seated god throne
life loves heart,heart loves life,heart loves life
man sees throne seated,seated man sees throne,seated man sees throne
swallow youth sees (great),youth sees swallow (great),youth sees swallow (great)
man hears old youth,old man hears youth,old man hears youth
vessel floats water,vessel floats water,vessel floats water
gives life hand,hand gives life,hand gives life
mouth grain eats,mouth eats grain,mouth eats grain
great becomes god,god becomes great,god becomes great
cobra horned viper,cobra horned viper,cobra horned viper
king sees mountain,king sees mountain,king sees mountain
face god upon,face upon god,god face upon
slope hill desert,hill slope desert,hill slope desert
king people protects,king protects people,king protects people
loves satisfy peace / god,god loves peace / satisfy,god loves peace / satisfy
lotus man plant eats,man eats lotus plant,man eats lotus plant
cuts grain sickle,sickle cuts grain,sickle cuts grain
makes offering king,king makes offering,king makes offering
ancestors guard house,ancestors guard house,ancestors guard house
god great mighty gives /,god gives great / mighty,god gives great / mighty
god peace satisfies,peace satisfies god,peace satisfies god
god seated king,king seated god,king seated god
ripple water river,water ripple river,river water ripple
star sky above,star above sky,star above sky
servant seated man,servant seated man,servant seated man
lotus loves plant man,man loves lotus plant,man loves lotus plant
temple in throne,throne in temple,throne in temple
tethering rope rope,rope tethering rope,rope tethering rope
makes gate man,man makes gate,man makes gate
behind field hill,field behind hill,field behind hill
grain pellet jar,grain pellet jar,grain pellet jar
riverbank sees servant,servant sees riverbank,servant sees riverbank
/ pellet eats father grain,father eats grain / pellet,father eats grain / pellet
enters house man,man enters house,man enters house
guides king authority,authority guides king,authority guides king
horizon temple faces,temple faces horizon,temple faces horizon
town behind temple,temple behind town,temple behind town
seals food jar,jar seals food,jar seals food
city town house,city town house,city town house
town sees king,king sees town,king sees town
king sees club,king sees club,king sees club
protects family father,father protects family,father protects family
god king become,king become god,king become god
loves father old man,father loves old man,father loves old man
sky youth sees,youth sees sky,youth sees sky
opens house door,door opens house,door opens house
contains house family,house contains family,house contains family
strong backbone king,strong backbone king,king strong backbone
sees youth star,youth sees star,youth sees star
lord every people,lord every people,lord every people
feather (truth/maat) heart,feather (truth/maat) heart,truth/maat) heart
temple supports pillar,pillar supports temple,pillar supports temple
venerated man old,old man venerated,old man venerated
youth pool sees,youth sees pool,youth sees pool
/ strength fire force power,fire power strength / force,fire power strength / force
throne seated god,god seated throne,seated god throne
soul (ba) life (ankh),life (ankh) soul (ba),life (ankh) soul (ba)
town behind house,house behind town,house behind town
god loaf conical (give) gives,god gives conical loaf (give),god gives conical loaf (give)
world shapes power,power shapes world,power shapes world
offering pellet grain /,grain / pellet offering,grain / pellet offering
cuts chisel stone,chisel cuts stone,stone cuts chisel
order brings stability,order brings stability,order brings stability
slope youth hill sees,youth sees hill slope,youth sees hill slope
scarab life renews,scarab renews life,scarab renews life
temple supports pillar,pillar supports temple,pillar supports temple
people offering bring,people bring offering,people bring offering
life gives plant,plant gives life,plant gives life
eye sees woman,woman sees eye,woman sees eye
above horizon mountain,mountain above horizon,mountain above horizon
hill behind mountain,hill behind mountain,hill behind mountain
good / mother beauty loves,mother loves beauty / good,mother loves beauty / good
mountain sees father,father sees mountain,father sees mountain
backbone supports strength,strength supports backbone,strength supports backbone
gives god vessel,god gives vessel,god gives vessel
strong power king,strong king power,strong king power
king strong rules,strong king rules,strong king rules
eye sees mother,mother sees eye,mother sees eye
