Input,Target,Prediction
river plant riverbank papyrus lotus plant clump lake,riverbank papyrus clump plant lotus plant lake river,riverbank papyrus clump plant lotus plant lake river
grain repeated pellet plows field man,man plows repeated field grain pellet,man plows repeated field grain pellet
force strength the gives god,the god gives strength force,the god gives strength force
city house town shelter door / reed brick bolt gate,door bolt gate reed shelter house brick city / town,gate door bolt reed shelter brick house city / town
carries jar jar man milk,man carries jar milk jar,man carries jar milk jar
star sky watches god west swallow,god watches star swallow sky west,god watches star swallow sky west
mountain west god dwells underground horizon,god dwells underground mountain west horizon,god dwells underground mountain west horizon
town (spirit) / ka ba city house (soul) sky emerge,ka (spirit) ba (soul) emerge house city / town sky,ka (spirit) ba (soul) emerge house city / town sky
god voice of hears man,man hears voice of god,man hears voice of god
heart (ankh) begets beautiful mother birth good youth gives life / /,beautiful / good mother gives birth / begets youth life (ankh) heart,mother gives birth / begets youth beautiful / good heart life (ankh)
swallow owl sky night man hears,man hears owl swallow night sky,man hears owl swallow night sky
mouth truth feather / listen (truth/maat) maat hear / speak heart,mouth speak truth / maat feather (truth/maat) hear / listen heart,mouth speak truth / maat feather (truth/maat) hear / listen heart
desert man star above sees,man sees star above desert,man sees star above desert
god fire above storm mountain sky,storm fire above sky god mountain,storm fire above sky god mountain
toward west man walks road horizon,man walks road toward west horizon,man walks road toward west horizon
to bread offer people god,people offer bread to god,people offer bread to god
jar jar man carries milk,man carries jar milk jar,man carries jar milk jar
the hears of voice king god,the king hears voice of god,the king hears voice of god
papyrus scribe scroll book write upon,scribe write book upon papyrus scroll,scribe write book upon papyrus scroll
mighty great (king) sedge throne he authority king / / power,he / king sedge (king) throne authority power great / mighty,he / king sedge (king) throne authority power great / mighty
near works river field man,man works field near river,man works field near river
people horned hill viper fear desert,people fear horned viper desert hill,people fear horned viper desert hill
people power king protects god temple,king protects god temple people power,king protects god temple people power
emerges lake from horizon god sky,god emerges from lake horizon sky,god emerges from lake horizon sky
rests reed shelter house man,man rests house reed shelter,man rests house reed shelter
house live riverbank people field,people live riverbank field house,people live riverbank field house
gives life venerated birth marrow mother father begets / / youth (ankh),venerated / marrow father mother youth gives birth / begets life (ankh),venerated / marrow father mother youth gives birth / begets life (ankh)
plows field sickle man tills,man plows tills field sickle,man plows tills field sickle
do truth love man maat god,god love man do truth maat,god love man do truth maat
king authority force strength holds,king holds authority strength force,king holds authority strength force
seat throne temple stone cut make chisel,chisel cut stone make throne seat temple,chisel cut stone make throne seat temple
ka horizon life (ankh) (soul) star emerge house sky (spirit) ba,ba (soul) ka (spirit) emerge house life (ankh) horizon sky star,ba (soul) ka (spirit) emerge house life (ankh) horizon sky star
scroll papyrus writing heart / scribe hand scribe eye,scribe writing / scribe papyrus scroll hand eye heart,scribe writing / scribe papyrus scroll hand eye heart
content peace satisfied god grants,god grants peace content satisfied,god grants peace content satisfied
desert viper quail snake cobra horned hare animal chick,cobra snake horned viper quail chick desert hare animal,cobra snake horned viper quail chick desert hare animal
gate god opens underground horizon west,god opens gate underground west horizon,god opens gate west underground horizon
man plow hoe pellet grain field servant,hoe plow field grain pellet man servant,hoe plow field grain pellet man servant
peace good beautiful heart satisfy love woman / youth /,beautiful / good woman love youth heart peace / satisfy,beautiful / good woman love youth heart peace / satisfy
adze chisel gate brick temple stone building,chisel adze stone brick temple gate building,chisel adze stone brick temple gate building
woman placenta birth gives life youth,woman gives life youth placenta birth,woman gives birth life youth placenta
desert snake cobra people fear,people fear snake cobra desert,people fear snake cobra desert
handle basket with stool vessel mat ring,stool mat basket with handle ring vessel,stool mat basket with handle ring vessel
man chisel cuts forearm stone hand,man cuts stone chisel forearm hand,man cuts stone chisel forearm hand
jar lake ripple water drinks man,man drinks water ripple lake jar,man drinks water ripple lake jar
people honor deity offering temple god,people honor god deity temple offering,people honor god deity temple offering
bolt     door     great     cobra     house     behind,great cobra behind door bolt house,great cobra behind door bolt house
sky god ba star watches soul,god watches soul ba sky star,god watches soul ba sky star
papyrus people clump gather writing,people gather papyrus clump writing,people gather papyrus clump writing
birth life placenta woman gives,woman gives birth placenta life,woman gives birth placenta life
snake viper horned people fear,people fear snake horned viper,people fear horned viper snake
do deity make offering / god peace to temple altar / /,to do / make offering peace / altar god / deity temple,to do / make offering peace / altar god / deity temple
loaf gives king offering bread,king gives offering loaf bread,king gives offering bread loaf
scroll     stroke     single     papyrus     thing     marker)     book     writing     scribe     scribe     (plural     stroke     /,single stroke stroke (plural marker) papyrus scroll book scribe writing / scribe thing,single stroke stroke (plural marker) thing writing / scribe book papyrus scroll
to mighty great become / placenta youth life (ankh) become,placenta become to become life (ankh) youth great / mighty,placenta become to become life (ankh) youth great / mighty
feather     ka     ba     life     /     (spirit)     deity     god     (truth/maat)     (soul)     (ankh)     heart,feather (truth/maat) god / deity heart ba (soul) ka (spirit) life (ankh),feather (truth/maat) pillar / grandfather ka (spirit) ba (soul) life (ankh)
seated king sits god throne,king sits seated god throne,king sits seated god throne
god gives force the power strength,the god gives strength force power,the god gives strength force power
temple people gate gather at,people gather at temple gate,people gather at temple gate
god lives temple the in,the god lives in temple,the god lives in temple
pellet grain plows servant hoe field tills,hoe plows tills field grain pellet servant,hoe plows tills field grain pellet servant
horizon god emerges sky west star,god emerges horizon west sky star,god emerges horizon west sky star
do like father plow field man,man plow field like father do,man plow field like father do
plant reed clump leaf papyrus riverbank field plant lake lotus,lotus plant papyrus clump reed leaf plant field riverbank lake,lotus plant papyrus clump reed leaf plant field riverbank lake
king great power stability give life,king give life stability power great,king give life stability power great
power / fox king authority he three skins strength / king force,three fox skins strength / force power authority king he / king,three fox skins strength / force power authority king he / king
satisfy life / heart (ankh) peace deity soul (spirit) ka (ba) god /,heart peace / satisfy life (ankh) soul (ba) ka (spirit) god / deity,heart peace / satisfy life (ankh) soul (ba) ka (spirit) god / deity
the life brings god man to,the god brings life to man,the god brings life to man
servant man commands the king,the king commands servant man,the king commands servant man
power god king people grants authority,god grants power authority king people,god grants power authority king people
heart / rib forearm foot backbone hand side,foot forearm hand side / rib backbone heart,hand forearm foot side / rib backbone heart
king authority servant protects people power,king protects people servant authority power,king protects people servant authority power
toward city walk people gate,people walk toward city gate,people walk toward city gate
underground god emerges mountain west,god emerges underground mountain west,god emerges underground west mountain
board do ring hand make foot to / thing forearm senet,senet board ring thing to do / make hand forearm foot,senet board ring thing to do / make hand forearm foot
road town man walks gate,man walks road town gate,man walks road town gate
grain in gather people jars,people gather grain in jars,people gather grain in jars
bread / jar milk drink jar speak / eat of loaf vessel,eat / drink / speak loaf of bread milk jar vessel jar,eat / drink / speak loaf of bread milk jar vessel jar
force king sedge / throne / / he strength throne seat (king) authority power,sedge (king) he / king throne seat / throne authority power strength / force,sedge (king) he / king throne seat / throne authority power strength / force
satisfy like offering / (or example) (give) conical / as heart sweet loaf peace,conical loaf (give) offering peace / satisfy heart sweet like / as (or example),conical loaf (give) offering peace / satisfy heart sweet like / as (or example)
hoe man pellet grain field plows,man plows field grain pellet hoe,man plows field grain pellet hoe
life heart god become scarab great man,scarab become life heart man great god,scarab become life heart man great god
god horizon emerges sky above,god emerges above horizon sky,god emerges above horizon sky
bread offering king gives loaf,king gives offering bread loaf,king gives offering bread loaf
the god opens road path,the god opens path road,the god opens path road
djed seat throne stability sits king,king sits seat throne stability djed,king sits throne seat stability djed
mat sits woman seated stool woman,woman sits seated woman stool mat,woman sits seated woman stool mat
temple gate at gather people,people gather at temple gate,people gather at temple gate
do satisfy man heart good god,god satisfy heart man do good,god satisfy heart man do good
voice mouth people hears king,king hears voice mouth people,king hears voice mouth people
house     exists     opens     gate     god     found,god opens exists found house gate,god opens exists found house gate
rope rope coil thing of rope twisted flax ring tethering,tethering rope coil of rope twisted flax rope ring thing,tethering rope coil of rope rope twisted flax ring thing
field hoe grain / (tills) plant thousand plows pellet,hoe plows (tills) field plant grain / pellet thousand,hoe plows (tills) field plant grain / pellet thousand
stone brick cut chisel city adze / town house,chisel adze cut stone brick house city / town,chisel adze cut stone brick house city / town
adze cut gate brick temple stone chisel,chisel adze cut stone brick temple gate,chisel adze cut stone brick temple gate
drinks     ripple     river     man     lake     water,man drinks water ripple lake river,man drinks water ripple lake river
god star watches sky ba soul,god watches soul ba sky star,god watches soul ba sky star
door     bolt     town     brick     road     gate     stone     house,gate door bolt house brick stone town road,door bolt gate house brick stone town road
stool     man     reed     mat     rests     shelter,man rests reed shelter stool mat,man rests reed shelter stool mat
temple grants altar god peace content,god grants peace altar temple content,god grants peace altar temple content
god star horizon swallow emerges sky,god emerges horizon sky swallow star,god emerges horizon sky star swallow
protects people king strength authority power,king protects people authority power strength,king protects people authority power strength
plant lotus water river plant ripple lake riverbank road,road riverbank lake river water ripple lotus plant plant,road riverbank lake river water ripple lotus plant plant
behind man walks hill mountain,man walks behind mountain hill,man walks behind mountain hill
book writing papyrus scroll stroke single hand scribe stroke / (plural marker),papyrus scroll writing / scribe book hand single stroke stroke (plural marker),papyrus scroll writing / scribe book hand single stroke stroke (plural marker)
road man lake riverbank walks west,man walks road riverbank lake west,man walks road riverbank lake west
beautiful (ankh) mother woman good love youth heart / life,woman beautiful / good heart love mother youth life (ankh),woman beautiful / good heart love mother youth life (ankh)
retreat riverbank road lotus to plant ripple return / water,to return / retreat road riverbank water ripple lotus plant,to return / retreat road riverbank water ripple lotus plant
soul life grants god ka,god grants life ka soul,god grants life ka soul
make ring do senet board / to thing hand,senet board ring thing to do / make hand,senet board ring thing to do / make hand
king feather truth maat mighty power great authority,feather truth maat authority power great mighty king,feather truth maat authority power great mighty king
field man hoe pellet servant (tills) / grain plows,hoe plows (tills) grain / pellet field servant man,hoe plows (tills) grain / pellet field servant man
three strength fox club force / skins power authority king,three fox skins strength / force club power authority king,three fox skins strength / force club power authority king
rules king town people servant city,king rules city town servant people,king rules city town servant people
heart mouth truth hear maat listen speak,hear listen mouth speak truth maat heart,hear listen mouth speak truth maat heart
loaf give offering conical of satisfy loaf heart bread peace,conical loaf give loaf of bread offering peace satisfy heart,conical loaf give loaf of bread offering peace satisfy heart
town power rules city king people,king rules city town people power,king rules people city town power
rules people king city town,king rules people city town,king rules people city town
under open sky live people,people live under open sky,people live under open sky
hand / papyrus book scribe eye writing scroll mouth,writing / scribe book papyrus scroll hand eye mouth,writing / scribe book papyrus scroll hand eye mouth
road west people mountain follow,people follow road mountain west,people follow road mountain west
the power authority god grants,the god grants power authority,the god grants power authority
servant pellet man people sickle field / cut grain youth,sickle cut grain / pellet field servant man people youth,sickle cut grain / pellet field servant man people youth
of     chick     bird     swallow     quail     of     ox     owl     head     eye     head,quail chick swallow head of bird head of ox owl eye,quail chick swallow owl head of bird
sky lake mountain hill horizon river star,horizon sky star mountain hill river lake,horizon sky star mountain hill river lake
youth woman man people king servant seated,man woman youth servant people seated king,man woman youth servant people seated king
heart writing papyrus good scroll scribe beautiful thing / / book,writing / scribe papyrus scroll book thing beautiful / good heart,writing / scribe papyrus scroll book thing beautiful / good heart
town     /     lake     river     city     town     road     riverbank,city / town town road riverbank lake river,city / town town road river lake river
like lotus milk sweet jar vessel plant jar,lotus plant sweet like milk jar jar vessel,lotus plant sweet like milk jar jar vessel
great above temple god fire altar peace,fire above peace altar god great temple,fire above peace altar god great temple
people offer to god bread,people offer bread to god,people offer bread to god
satisfy     sky     to     life     (ankh)     become     star     peace     emerge     horizon     /     scarab,to become scarab emerge horizon star sky life (ankh) peace / satisfy,to become scarab emerge horizon sky life (ankh) peace / satisfy
(ankh) become life become man to placenta youth,placenta become to become life (ankh) youth man,placenta become to become life (ankh) youth man
to satisfy (give) / peace conical god offering heart give loaf,conical loaf (give) to give offering peace / satisfy heart god,conical loaf (give) to give offering peace / satisfy heart god
coil rope flax rope twisted thing of make,twisted flax rope coil of rope thing make,twisted flax rope coil of rope thing make
river road lake walks west man,man walks road river lake west,man walks road river lake west
sky lake ripple swallow plant water riverbank lotus,riverbank lotus plant swallow sky water ripple lake,riverbank lotus plant swallow sky water ripple lake
altar temple grants god peace,god grants peace altar temple,god grants peace altar temple
god swallow star watches sky,god watches sky star swallow,god watches star sky swallow
stone handle ring / with mat stool jar brick basket,stool / mat ring basket with handle jar brick stone,stool / mat ring basket with handle jar brick stone
coil ring flax stone jar twisted of rope vessel rope,twisted flax rope coil of rope ring vessel jar stone,twisted flax rope coil of rope ring vessel jar stone
horizon west walks man road desert,man walks road desert west horizon,man walks road desert west horizon
stroke stroke writing hand (plural scribe book marker) single / papyrus scroll,papyrus scroll writing / scribe book hand single stroke stroke (plural marker),papyrus scroll writing / scribe book hand single stroke stroke (plural marker)
desert west hill road man walks,man walks road desert hill west,man walks road desert hill west
people sky under star gather,people gather under sky star,people gather under sky star
food desert become animal belly hare,desert hare become food animal belly,desert hare become food animal belly
city town gate god opens house,god opens gate city town house,god opens gate house town city
basket authority / / king (lord deity people / god listen all) hear,basket (lord / all) people hear / listen authority king god / deity,basket (lord / all) people hear / listen authority king god / deity
star watches sky swallow god,god watches sky star swallow,god watches star swallow sky
lake beside live riverbank people,people live beside riverbank lake,people live beside riverbank lake
opens god house horizon gate west,god opens gate house horizon west,god opens gate house horizon west
soul (ankh) animal bird head head of belly (ba) ox heart of life,head of bird head of ox animal belly heart soul (ba) life (ankh),head of bird head of ox animal belly heart soul (ba) life (ankh)
river lotus riverbank lake clump plant papyrus,riverbank papyrus clump plant lotus lake river,riverbank papyrus clump plant lotus lake river
lake live beside riverbank field people,people live beside lake riverbank field,people live beside lake riverbank field
riverbank field clump river papyrus ripple water lake,papyrus clump field lake river riverbank water ripple,papyrus clump field lake river riverbank water ripple
jar rope stone of rope coil flax vessel ring twisted,twisted flax rope coil of rope ring vessel jar stone,twisted flax rope coil of rope ring vessel jar stone
heart truth mouth maat speak peace,mouth speak truth maat heart peace,mouth speak truth maat heart peace
sees king eye god people heart,king sees eye heart people god,king sees eye heart people god
building     /     temple     adze     brick     god     deity     stone     chisel     cut,adze chisel cut stone brick building temple god / deity,adze chisel cut stone brick building temple god / deity
stone cut brick gate chisel house adze,adze chisel cut brick stone gate house,chisel adze cut brick stone house gate
/ god mighty / great god master (every) deity / king seated all (lord) /,seated god / king god / deity great / mighty master (lord) / all (every),seated god / king god / deity great / mighty master (lord) / all (every) king
great do hand force big / / thing make power strength / to,hand to do / make thing great / big strength / force power,hand to do / make thing great / big strength / force power
satisfy heart grants peace god,god grants peace satisfy heart,god grants peace satisfy heart
water ripple man river drinks,man drinks water ripple river,man drinks water ripple river
adze building house chisel to brick stone / make do,adze chisel to do / make stone brick building house,adze chisel to do / make stone brick building house
house adze gate chisel brick cut stone,adze chisel cut brick stone gate house,adze chisel cut brick stone gate house
town walks road man beside riverbank,man walks road beside riverbank town,man walks road beside riverbank town
of owl swallow head chick quail bird,quail chick swallow owl head of bird,quail chick swallow owl head of bird
building     /     door     gate     bolt     stone     make     temple     to     do     house     brick,to do / make house brick stone building temple gate door bolt,door bolt gate reed shelter house brick building town
field people (tills) plows / grain pellet man youth hoe servant,hoe plows (tills) field grain / pellet servant man people youth,hoe plows (tills) field grain / pellet servant man people youth
truth people maat honor feather,people honor feather truth maat,people honor truth maat feather
milk beautiful jar woman drink eat,beautiful woman eat drink milk jar,beautiful woman eat drink milk jar
river at gate cross people,people cross river at gate,people cross river at gate
people     /     man     plows     youth     field     servant     pellet     hoe     (tills)     grain,hoe plows (tills) field grain / pellet servant man people youth,hoe plows (tills) field people youth
/ reed bolt city house door town shelter gate town,gate door bolt reed shelter house city / town town,gate door bolt reed shelter house city / town town
rules town power king city people,king rules city town people power,king rules city town people power
(tills) plows hoe grain food servant pellet / field,servant hoe plows (tills) field grain / pellet food,servant hoe plows (tills) field grain / pellet food
field sickle with man plows,man plows field with sickle,man plows field with sickle
see horizon people light on,people see light on horizon,people see light on horizon
sees star swallow great man sky,man sees swallow great sky star,man sees swallow great sky star
man owl hears sky night desert,man hears owl night desert sky,man hears owl night desert sky
gives youth placenta woman life birth,woman gives birth placenta youth life,woman gives life youth placenta birth
water drink river ripple people,people drink water ripple river,people drink water ripple river
good writing book / scribe thing scroll scribe papyrus / beautiful,scribe writing / scribe papyrus scroll book beautiful / good thing,scribe writing / scribe book papyrus scroll beautiful / good thing
heart head / ox of face eye upon belly animal,eye face / upon head of ox animal belly heart,eye face / upon head of ox animal belly heart
mountain field hill people beside live,people live beside mountain hill field,people live beside mountain hill field
thing / single scribe (plural stroke book scribe marker) stroke writing papyrus,single stroke stroke (plural marker) thing writing / scribe book scribe papyrus,single stroke stroke (plural marker) thing writing / scribe book scribe papyrus
gives god strength man force,god gives strength force man,god gives strength force man
drinks river man water ripple lake,man drinks water ripple lake river,man drinks water ripple lake river
seat throne king ring authority power,ring throne seat king power authority,ring throne seat king power authority
town in jars city house rack west lord,jars in rack house lord city town west,jars in rack house lord city town west
father mother venerated life youth heart,venerated father mother youth heart life,venerated father mother youth heart life
bread loaf lord eat every people,lord every people eat loaf bread,lord every people eat loaf bread
/ gives mother altar youth begets father / life (ankh) peace birth,father mother youth gives birth / begets life (ankh) peace / altar,father mother youth gives birth / begets life (ankh) peace / altar
the voice hears of god king,the king hears voice of god,the king hears voice of god
swallow owl belly of animal head of bird quail head ox chick,quail chick swallow owl head of bird head of ox animal belly,quail chick swallow owl head of bird head of ox animal belly
man ripple jar water lake drinks,man drinks water ripple lake jar,man drinks water ripple lake jar
drinks mouth man speak eats,man eats drinks speak mouth,man eats drinks speak mouth
strength god man force gives,god gives strength force man,god gives strength force man
carries milk jar man vessel hand,man carries vessel jar milk hand,man carries vessel milk jar hand
mother begets birth / father marrow gives life (ankh) venerated youth /,venerated / marrow father mother youth gives birth / begets life (ankh),venerated / marrow father mother youth gives birth / begets life (ankh)
bread loaf offering gather people,people gather offering bread loaf,people gather offering bread loaf
force sedge authority / throne seat / strength power king he throne / (king),he / king sedge (king) throne seat / throne authority power strength / force,sedge (king) he / king throne seat / throne authority power strength / force
old people man life youth woman seated,old man seated woman people youth life,old man seated woman people youth life
house lord servant basket all gate people,basket lord all people servant gate house,basket lord all people servant gate house
head bird sky man sees owl,man sees head bird owl sky,man sees head bird owl sky
king protects people strength power,king protects people strength power,king protects people strength power
live bank people beside river,people live beside river bank,people live beside river bank
god horizon west emerges sky,god emerges horizon sky west,god emerges horizon sky west
like heart plant ripple lotus water sweet,heart sweet like lotus plant water ripple,heart sweet like lotus plant water ripple
field (repeated) pellet servant (tills) grain hoe man plows / plows,hoe plows (tills) plows (repeated) field grain / pellet servant man,hoe plows(tills) plows (repeated) field grain / pellet servant man
/ brick house stone city chisel cut adze town,chisel adze cut stone brick house city / town,chisel adze cut stone brick house city / town
mighty pellet god thousand grain great master lord thing,thousand grain pellet thing great mighty god lord master,thousand grain pellet thing great mighty god lord master
beautiful book / good papyrus thing / writing scribe scroll scribe,scribe writing / scribe papyrus scroll book beautiful / good thing,scribe writing / scribe book papyrus scroll beautiful / good thing
follow gate road town people,people follow road gate town,people follow road gate town
strength sedge king / he (king) / authority power throne force / throne seat,sedge (king) he / king throne seat / throne authority power strength / force,sedge (king) he / king throne seat / throne authority power strength / force
mighty great king / seat authority / throne deity throne god / power,throne seat / throne god / deity king authority power great / mighty,throne seat / throne god / deity king authority power great / mighty
road slope hill lake desert river mountain,road river lake mountain hill slope desert,road river lake mountain hill slope desert
chisel stone throne temple make cut seat,chisel cut stone make throne seat temple,chisel cut stone make throne seat temple
man sky night owl hears,man hears owl sky night,man hears owl night sky
maat     mouth     speak     truth     heart     peace     satisfy,mouth speak truth maat heart peace satisfy,mouth speak truth maat heart peace
man peace under lotus plant rests,man rests under lotus plant peace,man rests under lotus plant peace
king heart speak mouth people hears,king hears people speak mouth heart,king hears mouth speak heart people
quail     chick     of     owl     of     ox     head     head     bird     swallow,quail chick swallow owl head of bird head of ox,quail chick swallow owl head of bird head of ox
altar people at peace gather,people gather at peace altar,people gather at peace altar
man night owl star hears sky,man hears owl sky star night,man hears owl sky star night
man drinks riverbank lake water ripple,man drinks water ripple riverbank lake,man drinks water ripple riverbank lake
carries milk house woman jar life,woman carries milk jar house life,woman carries milk jar house life
grain hoe pellet man (tills) servant / people field plows,hoe plows (tills) field grain / pellet servant man people,hoe plows (tills) field grain / pellet servant man people
stool vessel with basket ring stone jar / mat handle,stool / mat basket with handle ring vessel jar stone,stool / mat basket with handle ring vessel jar stone
forearm animal foot backbone belly heart hand,hand forearm foot animal belly backbone heart,hand forearm foot animal belly backbone heart
cross road riverbank gate people town,people cross riverbank road town gate,people cross riverbank road town gate
loaf eat of vessel bread speak jar jar drink milk,eat drink speak loaf of bread jar vessel milk jar,eat drink speak loaf of bread jar vessel milk jar
building adze stone / brick do chisel house make to,adze chisel to do / make stone brick building house,adze chisel to do / make stone brick building house
reed papyrus clump lake plant leaf lotus plant field,lotus plant papyrus clump reed leaf plant field lake,lotus plant papyrus clump reed leaf plant field lake
milk conical (give) peace loaf offering jar loaf jar / bread altar of,conical loaf (give) offering peace / altar loaf of bread milk jar jar,conical loaf (give) offering peace / altar loaf of bread milk jar jar
town king listen hear city (no/not) / authority negation /,negation (no/not) hear / listen authority king city / town,negation (no/not) hear / listen authority king city / town
gate temple people gather offering peace,people gather offering temple gate peace,people gather offering temple gate peace
king     milk     offering     temple     gives     jar,king gives offering milk jar temple,king gives offering milk jar temple
voice people hears heart mouth king,king hears heart voice mouth people,king hears heart voice mouth people
servant road city town town people youth / old man,old man youth servant people city / town town road,old man youth servant people city / town town road
king seat mountain god throne above,throne seat god king above mountain,throne seat god king above mountain
heart deity offering satisfy god / loaf conical / peace (give),conical loaf (give) offering peace / satisfy heart god / deity,conical loaf (give) offering peace / satisfy heart god / deity
milk rack / peace vessel in jar jars offering jar altar,milk jar vessel jar jars in rack offering peace / altar,milk jar vessel jar jars in rack offering peace / altar
to     return     /     road     lotus     riverbank     plant     ripple     water     retreat,to return / retreat road riverbank water ripple lotus plant,to return / retreat road riverbank water ripple lotus plant
scribe gather scroll papyrus people writing,people gather papyrus scroll writing scribe,people gather papyrus scroll writing scribe
leaf papyrus clump reed riverbank lake plant plant lotus field,lotus plant papyrus clump reed leaf plant field riverbank lake,lotus plant papyrus clump reed leaf plant field riverbank lake
make / / altar deity offering to peace temple do / god,to do / make offering peace / altar god / deity temple,to do / make offering peace / altar god / deity temple
town / town gate bolt road house door city,door bolt gate house city / town town road,door bolt gate house city / town town road
become emerge to satisfy life / peace scarab sky horizon star (ankh),to become scarab emerge horizon star sky life (ankh) peace / satisfy,to become scarab emerge horizon star sky life (ankh) peace / satisfy
/ hand sickle lotus plant with grain handle pellet basket cut,sickle cut grain / pellet lotus plant hand basket with handle,sickle cut grain / pellet lotus plant hand basket with handle
book write old hear scribe man,old man hear book write scribe,old man hear book write scribe
face     west     hill     slope     upon     desert     foot     road,foot face upon road hill slope desert west,foot face / upon side / rib desert hill slope
horizon toward road follows man,man follows road toward horizon,man follows road toward horizon
city town hear king people authority,people hear authority king city town,people hear authority king city town
force do strength great mighty king,mighty king do strength force great,mighty king do strength force great
carries     pellet     man     handle     basket     grain,man carries basket handle grain pellet,man carries basket handle grain pellet
beautiful heart / love mother father youth good,heart love mother father youth beautiful / good,heart love mother father youth beautiful / good
offering altar (satisfied) / content peace conical peace loaf / (give) heart,conical loaf (give) offering peace / altar peace / content (satisfied) heart,conical loaf (give) offering peace / altar peace / content (satisfied) heart
ka life emerge scarab soul star to become (spirit) (ba) (ankh),to become scarab emerge life (ankh) soul (ba) ka (spirit) star,to become scarab emerge life (ankh) soul (ba) ka (spirit) star
house peace stool rests mat man,man rests stool mat house peace,man rests house stool mat peace
sky star west watches god swallow,god watches star swallow sky west,god watches star sky swallow west
temple peace altar above great god fire,fire above peace altar god great temple,fire above peace altar god great temple
leaf clump lotus papyrus thousand reed pellet field / grain plant,thousand grain / pellet field plant reed leaf papyrus clump lotus,thousand grain / pellet field plant reed leaf papyrus clump lotus
ankh / birth life father mother youth begets gives /,father mother gives birth / begets youth life / ankh,father mother gives birth / begets youth life / ankh
truth eat mouth (truth/maat) speak drink / feather / listen / / hear satisfy maat,mouth eat / drink / speak truth / maat feather (truth/maat) hear / listen satisfy,mouth eat / drink / speak feather (truth/maat) hear / listen satisfy
old youth man mother man people father servant woman seated,old man youth servant people seated man woman father mother,old man youth servant people seated man woman father mother
quail bird ox owl chick head of swallow of head eye,quail chick swallow head of bird head of ox owl eye,quail chick swallow head of bird head of ox owl eye
lord people king thousand every rules,king rules lord every people thousand,king rules lord every thousand people
god west sky emerges horizon,god emerges horizon sky west,god emerges horizon west sky
seated seated woman old man venerated / marrow man youth,venerated / marrow old man seated man seated woman youth,venerated / marrow old man seated man seated woman youth
basket ring mat handle stone jar stool with vessel,stool mat basket with handle ring vessel jar stone,stool mat basket with handle ring vessel jar stone
god     the     temple     peace     altar     brings,the god brings peace altar temple,the god brings peace altar temple
people desert live beside hill mountain,people live beside mountain hill desert,people live beside mountain hill desert
hare belly animal desert heart backbone life,desert hare animal belly backbone heart life,desert hare animal belly backbone heart life
woman jar milk life youth carries,woman carries milk jar life youth,woman carries milk jar life youth
bread and eats man drinks,man eats bread and drinks,man eats bread and drinks
town rules city power king people,king rules people city town power,king rules people city town power
lotus heart water sweet plant ripple like,heart sweet like lotus plant water ripple,heart sweet like lotus plant water ripple
king offering gives bread loaf,king gives offering loaf bread,king gives bread loaf offering
sky star desert above horizon hill mountain,sky horizon star above mountain desert hill,sky horizon star above mountain desert hill
authority stability pillar power god king grandfather djed,pillar grandfather stability djed god king power authority,pillar grandfather stability djed god king power authority
sky fear god deity storm fire strong,storm fire fear god deity sky strong,storm fire fear god deity sky strong
west walks man road riverbank horizon,man walks road riverbank west horizon,man walks road riverbank west horizon
milk jar jars in vessel / offering rack satisfy peace jar,vessel jar milk jar jars in rack offering peace / satisfy,vessel jar milk jar jars in rack offering peace / satisfy
foot rib hand forearm animal / side belly backbone,hand forearm foot animal belly backbone side / rib,hand forearm foot animal belly backbone side / rib
king temple prayer god people hears,king hears prayer temple people god,king hears prayer temple people god
rib horned behind side stone brick viper house,horned viper behind side rib stone brick house,horned viper behind side rib stone brick house
woman birth begets gives youth,woman gives birth begets youth,woman gives birth begets youth
the peace heart satisfy grants god,the god grants peace satisfy heart,the god grants peace satisfy heart
from     lake     horizon     sky     god     emerges,god emerges from lake horizon sky,god emerges from lake horizon sky
/ drink satisfy heart feather eat mouth (truth/maat) / peace / speak,mouth eat / drink / speak feather (truth/maat) heart peace / satisfy,mouth eat / drink / speak feather (truth/maat) heart peace / satisfy
god     (truth/maat)     speak     (no/not)     heart     feather     negation     /     thing     deity,negation (no/not) speak thing heart feather (truth/maat) god / deity,negation (no/not) speak feather (truth/maat) heart peace / satisfy god / deity
king offering temple gives god,king gives offering temple god,king gives offering temple god
coil rope flax man carries,man carries rope coil flax,man carries rope coil flax
offering peace loaf satisfy altar give (give) conical / to,to give conical loaf (give) offering peace / altar satisfy,to give conical loaf (give) offering peace / altar satisfy
god strength backbone power gives,god gives backbone strength power,god gives backbone strength power
club strength force back / forearm hand power,club strength / force power hand forearm back,club strength / force power hand forearm back
fire lake beside rests man,man rests beside fire lake,man rests beside fire lake
life house soul ka spirit emerge ba,ba soul ka spirit emerge house life,ba soul ka spirit emerge house life
speak heart eat people mouth drink,people eat drink speak mouth heart,people eat drink speak mouth heart
field plow servant pellet hoe man grain,hoe plow field grain pellet man servant,hoe plow field grain pellet man servant
storm star horizon above fire sky mountain,fire storm above sky star horizon mountain,fire storm above sky star horizon mountain
people king power protects city,king protects people city power,king protects city people power
negation     (ankh)     (no/not)     house     return     /     town     city     road     life     retreat     /,negation (no/not) return / retreat road city / town house life (ankh),negation (no/not) return / retreat road city / town gate house life (ankh)
hoe repeated grain field man plows,man plows repeated field hoe grain,man plows repeated field hoe grain
king club house town strength force city,club strength force king city town house,club strength force king city town house
