Input,Target,Prediction
/ seated power throne great king god authority,seated god / king throne authority power great,seated god / king throne authority power great
jar the drinks from milk spirit ka,the ka spirit drinks from milk jar,the ka spirit drinks from milk jar
soul (ba) life underground west god journey horizon,west horizon underground soul (ba) journey life god,west horizon underground soul (ba) journey life god
the tills great the plows servant field,the servant plows tills the great field,the servant plows tills the great field
gate the eats in bread the scribe,the scribe eats bread in the gate,the scribe eats bread in the gate
throne authority seat / power king throne,authority power king throne seat / throne,authority power king throne seat / throne
chick small the the woman quail sees,the woman sees the small quail chick,the woman sees the small quail chick
strength / king authority force power club fear,club strength / force authority king power fear,club strength / force authority king power fear
soul (ba) life west continues,life continues west soul (ba),life continues west soul (ba)
hears master voice the the of lord,the lord hears the voice of master,the lord hears the voice of master
town road gate / city leads,road leads city / town gate,road leads city / town gate
the snake becomes soul in desert a,the soul becomes a snake in desert,the soul becomes a snake in desert
mother begets / gives birth life child,mother gives birth / begets child life,mother gives birth / begets child life
the work master of a does great,the master does a work of great,the master does a work of great
holds throne power authority seated king,seated king holds power authority throne,seated king holds power authority throne
finds in woman town a the jar,the woman finds a jar in town,the woman finds a jar in town
stone a old sees man gate the,the old man sees a stone gate,the old man sees a stone gate
god life great to people gives city,great god gives life to people city,great god gives life to people city
gives father the book youth a to,the father gives a book to youth,the father gives a book to youth
folded the cloth scribe the writes upon,the scribe writes upon the folded cloth,the scribe writes upon the folded cloth
field (repeated) life plows food offering,plows (repeated) field life food offering,plows (repeated) field life food offering
leaf / reed grain offering plant field pellet life,reed leaf plant field grain / pellet life offering,reed leaf plant field grain / pellet life offering
the father hears heart the of child,the father hears the heart of child,the father hears the heart of child
power hand force forearm authority strength /,forearm hand power authority strength / force,forearm hand strength / force power authority
to father a gives mother jar the,the father gives a jar to mother,the father gives a jar to mother
to flies the beautiful swallow city the,the beautiful swallow flies to the city,the beautiful swallow flies to the city
stone behind the hare the desert is,the desert hare is behind the stone,the desert hare is behind the stone
hill great / strength force / power mountain big,great / big mountain hill strength / force power,great / big mountain hill strength / force power
in rack / jars offering grain jar pellet,grain / pellet jar jars in rack offering,grain / pellet jar jars in rack offering
head scribe finds the bird the of,the scribe finds the head of bird,the scribe finds the head of bird
warmth family to fire home gives,fire gives warmth to family home,fire gives warmth to family home
grain gives thousand the pellets king a,the king gives a thousand grain pellets,the king gives a thousand grain pellets
servant carries skins three the a fox,a servant carries the three fox skins,a servant carries the three fox skins
the father jar to a gives youth,the father gives a jar to youth,the father gives a jar to youth
sees woman heart beautiful the soul the,the beautiful woman sees the heart soul,the beautiful woman sees the heart soul
finds the jars soul rack in the,the soul finds the jars in rack,the soul finds the jars in rack
sees head of bird horizon eye sky god star,head of bird sky horizon sees eye god star,head of bird sky horizon sees eye god star
sickle finds master field a in the,the master finds a sickle in field,the master finds a sickle in field
finds sky in throne the soul a,the soul finds a throne in sky,the soul finds a throne in sky
the king all basket gives the of,the king gives the basket of all,the king gives the basket of all
god man of wisdom old hears,old man hears wisdom of god,old man hears wisdom of god
people birth woman gives / youth begets life,woman gives birth / begets life youth people,woman gives birth / begets life youth people
the authority gives to man king the,the king gives authority to the man,the king gives authority to the man
old desert man hill the sees a,the old man sees a desert hill,the old man sees a desert hill
thousand a sees above stars soul the,the soul sees a thousand stars above,the soul sees a thousand stars above
gate behind house road back people town /,behind / back house gate road town people,behind / back house gate road town people
water and emerges life from earth,life emerges from water and earth,life emerges from water and earth
fire strength people / fear storm force,people fear storm fire strength / force,people fear storm fire strength / force
the of king the gives basket all,the king gives the basket of all,the king gives the basket of all
child heart mother gentle with loves,mother loves child with gentle heart,mother loves child with gentle heart
the ka town a finds house spirit,the ka spirit finds a house town,the ka spirit finds a house town
king seat a on the sits stone,the king sits on a stone seat,the king sits on a stone seat
pellets a grain the counts master thousand,the master counts a thousand grain pellets,the master counts a thousand grain pellets
heart eye truth god sees,god sees eye heart truth,god sees eye heart truth
handle with woman basket a the finds,the woman finds a basket with handle,the woman finds a basket with handle
for god upon altar offering placed,offering placed upon altar for god,offering placed upon altar for god
hill stone power (djed) stability strength mountain / force,stone mountain hill strength / force power stability (djed),stone mountain hill strength / force power stability (djed)
coil of rope authority ring rope king god tethering power,tethering rope coil of rope ring power authority king god,coil of rope tethering rope ring power authority king god
hears great speaks heart god the the,the great god hears the heart speaks,the great god hears the heart speaks
strength backbone life / (djed) power force stability,backbone stability (djed) strength / force life power,backbone stability (djed) strength / force life power
djed behind pillar stands master the the,the master stands behind the djed pillar,the master stands behind the djed pillar
sees small the youth quail chick the,the youth sees the small quail chick,the youth sees the small quail chick
finds of ring woman a the gold,the woman finds a ring of gold,the woman finds a ring of gold
heart (ankh) / become scarab life,scarab / become life (ankh) heart,scarab / become life (ankh) heart
to finds west the youth road a,the youth finds a road to west,the youth finds a road to west
life town / people peace content road riverbank gate (satisfied),riverbank road town gate people life peace / content (satisfied),riverbank road town gate people life peace / content (satisfied)
old sees the mountain great man a,the old man sees a great mountain,the old man sees a great mountain
makes king a the sedge great law,the sedge king makes a great law,the sedge king makes a great law
road makes king the a of brick,the king makes a road of brick,the king makes a road of brick
plows with hoe a heavy man the,the man plows with a heavy hoe,the man plows with a heavy hoe
soul becomes above a bird great the,the soul becomes a great bird above,the soul becomes a great bird above
repeated the plows man soil black the,the man plows repeated the black soil,the man plows repeated the black soil
cobra behind stone hill the the retreats,the cobra retreats behind the stone hill,the cobra retreats behind the stone hill
heart understands maat truth and listens,heart listens and understands truth maat,heart listens and understands truth maat
road people cross town riverbank gate,cross road riverbank town people gate,cross road riverbank town people gate
love heart people mother woman life seated,seated woman mother life love heart people,seated woman mother life love heart people
beautiful lotus plant the a sees woman,the beautiful woman sees a lotus plant,the beautiful woman sees a lotus plant
listen justice / people king hear give,king hear / listen people give justice,king hear / listen people give justice
the temple truth finds the heart in,the heart finds truth in the temple,the heart finds truth in the temple
a on the hill sees youth bird,the youth sees a bird on hill,the youth sees a bird on hill
becomes the soul sky a swallow of,the soul becomes a swallow of sky,the soul becomes a swallow of sky
the heart peace the in city finds,the heart finds peace in the city,the heart finds peace in the city
sees man the old hare desert the,the old man sees the desert hare,the old man sees the desert hare
the basket a servant grain of carries,a servant carries the basket of grain,a servant carries the basket of grain
servant grain a carries of the basket,a servant carries the basket of grain,the servant carries a basket of grain
god peace gives world the to the,the god gives peace to the world,the god gives peace to the world
to jar the servant gives master a,the master gives a jar to servant,the master gives a jar to servant
woman fox the the skins finds three,the woman finds the three fox skins,the woman finds the three fox skins
behind the sun hides mountain horizon the,the horizon hides the sun behind mountain,the horizon hides the sun behind mountain
emerges from god horizon bringing light,god emerges from horizon bringing light,god emerges from horizon bringing light
sky fear strength force life heart man storm /,storm sky fear strength / force heart man life,storm sky fear strength / force heart man life
of makes a brick path the servant,the servant makes a path of brick,the servant makes a path of brick
stone gate enters spirit the the ka,the ka spirit enters the stone gate,the ka spirit enters the stone gate
life grain field leaf reed / pellet offering plant,reed leaf plant field grain / pellet life offering,reed leaf plant field grain / pellet life offering
the man plows tills hill the desert,the man plows tills the desert hill,the man plows tills the desert hill
the the gives master to man authority,the master gives authority to the man,the master gives authority to the man
/ strength big / force great hill power mountain,great / big mountain hill strength / force power,great / big mountain hill strength / force power
sees backbone the of master man the,the master sees the backbone of man,the master sees the backbone of man
man sees riverbank the the old green,the old man sees the riverbank green,the old man sees the riverbank green
stone woman the river in a finds,the woman finds a stone in river,the woman finds a stone in river
town town / people life city quail chick youth gate,quail chick youth life people town city / town gate,quail chick youth life people town city / town gate
papyrus / scribe scribe book writing scroll,scribe writing / scribe papyrus scroll book,scribe writing / scribe papyrus scroll book
door cobra lies bolt a the behind,a cobra lies behind the door bolt,a cobra lies behind the door bolt
a servant field sickle carries to the,the servant carries a sickle to field,the servant carries a sickle to field
the of soul gate the city finds,the soul finds the gate of city,the soul finds the gate of city
of the bread gives loaf father a,the father gives a loaf of bread,the father gives a loaf of bread
the master of the man heart hears,the master hears the heart of man,the master hears the heart of man
of the the hears truth heart word,the heart hears the word of truth,the heart hears the word of truth
peace heart love people / life satisfy,heart love peace / satisfy life people,heart love peace / satisfy life people
fox the skins servant the three finds,the servant finds the three fox skins,the servant finds the three fox skins
a to town finds the road youth,the youth finds a road to town,the youth finds a road to town
the on above throne king sits the,the king sits on the throne above,the king sits on the throne above
speak of eat bread / / loaf man drink,man eat / drink / speak loaf of bread,man eat / drink / speak loaf of bread
power force strength hill / mountain horizon,hill mountain horizon strength / force power,hill mountain horizon strength / force power
star a soul becomes in sky the,the soul becomes a star in sky,the soul becomes a star in sky
milk jar life woman love youth mother people,milk jar mother youth life love people woman,milk jar mother youth life love people woman
djed gives king the stability for the,the king gives the djed for stability,the king gives the djed for stability
the god the great slope sees hill,the great god sees the hill slope,the great god sees the hill slope
life peace people love / satisfy heart,people love life peace / satisfy heart,heart love peace / satisfy life people
the cobra emerges above hill desert the,the cobra emerges above the desert hill,the cobra emerges above the desert hill
does of great work a master the,the master does a work of great,the master does a work of great
cross town gate road people life river,cross road river town gate people life,cross road river town gate people life
force offering altar power peace head ox strength god / / of authority,head of ox strength / force power authority god offering peace / altar,head of ox strength / force power authority god offering peace / altar
listen / people heart hear hear god,hear hear / listen heart people god,hear hear / listen heart people god
found) (or opens exists people is gate house /,house opens / exists (or is found) gate people,house opens / exists (or is found) gate people
water servant carries the a of jar,the servant carries a jar of water,the servant carries a jar of water
the father the to child bread gives,the father gives bread to the child,the father gives bread to the child
scroll from the scribe the papyrus reads,the scribe reads from the papyrus scroll,the scribe reads from the papyrus scroll
behind is the cobra the great door,the great cobra is behind the door,the great cobra is behind the door
sees the youth head ox of the,the youth sees the head of ox,the youth sees the head of ox
house jar in find people a the,the people find a jar in house,the people find a jar in house
lord the fear hears voice no of,the lord hears no voice of fear,the lord hears no voice of fear
god life (give) offering conical loaf people,conical loaf (give) offering people life god,conical loaf (give) offering god people life
thousand great the gives a things god,the great god gives a thousand things,the great god gives a thousand things
servant the rope of a carries coil,the servant carries a coil of rope,the servant carries a coil of rope
swallow fly great the father sees the,the father sees the great swallow fly,the father sees the great swallow fly
gold a the vessel lord finds of,the lord finds a vessel of gold,the lord finds a vessel of gold
pillar god great sees the djed the,the great god sees the djed pillar,the great god sees the djed pillar
the the sees king field grain sedge,the sedge king sees the field grain,the sedge king sees the field grain
sedge the plant king sees the lotus,the sedge king sees the lotus plant,the sedge king sees the lotus plant
from the does hole emerge the cobra,the cobra does emerge from the hole,the cobra does emerge from the hole
people city god gives to life great,great god gives life to people city,great god gives life to people city
a clump papyrus emerges cobra from the,the cobra emerges from a papyrus clump,the cobra emerges from a papyrus clump
scribe bread in city the eats the,the scribe eats bread in the city,the scribe eats bread in the city
hand strength force forearm / king life authority power,forearm hand strength / force power authority life king,forearm hand strength / force power authority life king
the voice truth of hears the lord,the lord hears the voice of truth,the lord hears the voice of truth
the gives conical now a father loaf,the father gives a conical loaf now,the father gives a conical loaf now
jars rack the finds in scribe the,the scribe finds the jars in rack,the scribe finds the jars in rack
by the scribe lake eats bread the,the scribe eats bread by the lake,the scribe eats bread by the lake
the in becomes sky swallow a soul,the soul becomes a swallow in sky,the soul becomes a swallow in sky
star owl eye sky sees man god,owl sky star sees eye god man,owl sky star sees eye god man
flies the swallow city beautiful to the,the beautiful swallow flies to the city,the beautiful swallow flies to the city
carries the the in jars scribe rack,the scribe carries the jars in rack,the scribe carries the jars in rack
sees truth god feather (truth/maat) heart,feather (truth/maat) heart truth god sees,feather (truth/maat) heart truth god sees
place the finds in soul a west,the soul finds a place in west,the soul finds a place in west
father bird the of head finds the,the father finds the head of bird,the father finds the head of bird
opens gate of the the servant city,the servant opens the gate of city,the servant opens the gate of city
under finds sky scribe the truth the,the scribe finds truth under the sky,the scribe finds truth under the sky
youth gives father a the ring to,the father gives a ring to youth,the father gives a ring to youth
gives woman father a to the ring,the father gives a ring to woman,the father gives a ring to woman
water people vessel jar life ripple,jar vessel water ripple life people,jar vessel water ripple life people
a becomes the soul fire of bird,the soul becomes a bird of fire,the soul becomes a bird of fire
/ man peace heart senet house (satisfied) board life people content seated,senet board seated man house peace / content (satisfied) heart life people,senet board seated man people house peace / content (satisfied) life heart
people hear hear listen heart / god,hear hear / listen heart people god,hear hear / listen heart people god
ripple offering water jar life vessel people,vessel jar water ripple life people offering,vessel jar water ripple life people offering
underground brick the now servant a finds,the servant finds a brick underground now,the servant finds a brick underground now
/ become to scarab power (djed) stability become life god great (ankh),scarab / become to become life (ankh) god power stability (djed) great,scarab / become to become life (ankh) god power stability (djed) great
people great god mighty protects / power,god protects people great / mighty power,god protects people great / mighty power
sees placenta the woman of birth the,the woman sees the placenta of birth,the woman sees the placenta of birth
servant great strength with plows the a,the servant plows with a great strength,the servant plows with a great strength
jar the house finds in woman a,the woman finds a jar in house,the woman finds a jar in house
town road gate / city leads,road leads city / town gate,road leads city / town gate
makes master the writing a on stone,the master makes writing on a stone,the master makes writing on a stone
sky the in sees the star king,the king sees the star in sky,the king sees the star in sky
stands ground the upon field woman the,the woman stands upon the field ground,the woman stands upon the field ground
(repeated) / strength head plows ox field force of,head of ox plows (repeated) field strength / force,head of ox plows (repeated) field strength / force
rope servant carries the of a coil,the servant carries a coil of rope,the servant carries a coil of rope
a servant to house great the returns,a servant returns to the great house,a servant returns to the great house
life (ankh) god (djed) stability power people,life (ankh) power god people stability (djed),life (ankh) power god people stability (djed)
the the great heart cry hears god,the great god hears the heart cry,the great god hears the heart cry
cross people reach town river,people cross river reach town,people cross river reach town
of makes a brick king road the,the king makes a road of brick,the king makes a road of brick
beautiful a sees lotus the plant woman,the woman sees a beautiful lotus plant,the beautiful woman sees a lotus plant
horizon star swallow bird above sky of god head,head of bird swallow sky horizon above god star,head of bird swallow sky horizon above god star
finds a soul city home in the,the soul finds a home in city,the soul finds a home in city
(or exists opens / underground west found) is life,life opens / exists (or is found) underground west,life opens / exists (or is found) underground west
(ankh) scarab rebirth become / life symbol,scarab / become life (ankh) symbol rebirth,scarab / become life (ankh) symbol rebirth
king the for gate town makes a,the king makes a gate for town,the king makes a gate for town
to life gives people god great the,the great god gives life to people,the great god gives life to people
finds stone a in the field woman,the woman finds a stone in field,the woman finds a stone in field
seat stability temple authority (djed) god / throne gate power,temple gate seat / throne authority god power stability (djed),temple gate seat / throne authority god power stability (djed)
things gives lord a the thousand beautiful,the lord gives a thousand beautiful things,the lord gives a thousand beautiful things
the to the life people lord gives,the lord gives life to the people,the lord gives life to the people
life seated woman love heart woman,woman seated woman life love heart,woman seated woman life love heart
soul city a the home in finds,the soul finds a home in city,the soul finds a home in city
the the from emerge hole cobra does,the cobra does emerge from the hole,the cobra does emerge from the hole
star rise (ba) sky soul,soul (ba) rise sky star,soul (ba) rise sky star
god power life ka (spirit) (ankh) (djed) stability soul (ba),life (ankh) ka (spirit) soul (ba) power god stability (djed),life (ankh) ka (spirit) soul (ba) power god stability (djed)
(give) god offering life conical loaf people,conical loaf (give) offering people life god,conical loaf (give) offering god people life
shelter (satisfied) content reed life peace house /,house reed shelter life peace / content (satisfied),house reed shelter life peace / content (satisfied)
the the stability gives for djed king,the king gives the djed for stability,the king gives the djed for stability
scribe to the the gives lord power,the lord gives power to the scribe,the lord gives power to the scribe
heart feather (truth/maat) truth god sees,feather (truth/maat) heart truth god sees,feather (truth/maat) heart truth god sees
a hill bird the finds youth on,the youth finds a bird on hill,the youth finds a bird on hill
in peace the war heart no finds,the heart finds no peace in war,the heart finds no peace in war
the gift peace king of gives the,the king gives the gift of peace,the king gives the gift of peace
finds road to the temple a youth,the youth finds a road to temple,the youth finds a road to temple
of word hears the god heart the,the heart hears the word of god,the heart hears the word of god
child house the for makes a father,the father makes a house for child,the father makes a house for child
the god to man great gives life,the great god gives life to man,the great god gives life to man
stone a make the does throne master,the master does make a stone throne,the master does make a stone throne
finds of bread the basket woman a,the woman finds a basket of bread,the woman finds a basket of bread
grain a the woman of finds basket,the woman finds a basket of grain,the woman finds a basket of grain
the stands behind pillar the djed master,the master stands behind the djed pillar,the master stands behind the djed pillar
youth town town life people gate / chick city quail,quail chick youth life people town city / town gate,quail chick youth life people town city / town gate
gives servant the authority master the to,the master gives authority to the servant,the master gives authority to the servant
river field ripple life water,river water ripple life field,river water ripple life field
city soul finds gate of the the,the soul finds the gate of city,the soul finds the gate of city
the fox servant three skins finds the,the servant finds the three fox skins,the servant finds the three fox skins
stability (ankh) (spirit) soul ka god life (djed) power (ba),life (ankh) ka (spirit) soul (ba) power god stability (djed),life (ankh) ka (spirit) soul (ba) power god stability (djed)
/ scribe writing papyrus book scribe scroll,scribe papyrus scroll writing / scribe book,scribe writing / scribe papyrus scroll book
the woman beautiful heart the soul sees,the beautiful woman sees the heart soul,the beautiful woman sees the heart soul
road home the heart make a does,the heart does make a road home,the heart does make a road home
to road temple the finds youth a,the youth finds a road to temple,the youth finds a road to temple
jar master the milk sees altar the,the master sees the milk jar altar,the master sees the milk jar altar
hears gives justice king and people,king hears people and gives justice,king hears people and gives justice
temple with handle altar offering loaf people god basket of peace / bread,basket with handle offering loaf of bread god temple peace / altar people,basket with handle offering loaf of bread god temple peace / altar people
hears word of life heart the the,the heart hears the word of life,the heart hears the word of life
woman love seated life woman heart,woman seated woman life love heart,woman seated woman life love heart
people peace for makes a king the,the king makes a peace for people,the king makes a peace for people
plant lotus the cobra emerges the from,the cobra emerges from the lotus plant,the cobra emerges from the lotus plant
handle basket under the moves cobra the,the cobra moves under the basket handle,the cobra moves under the basket handle
desert the the cobra above hill emerges,the cobra emerges above the desert hill,the cobra emerges above the desert hill
the an of makes master offering water,the master makes an offering of water,the master makes an offering of water
road the now upon the father walks,the father walks upon the road now,the father walks upon the road now
people / god papyrus book scribe writing scroll temple life,papyrus scroll writing / scribe book temple people life god,papyrus scroll writing / scribe book temple people life god
life shelter reed content woman (satisfied) house peace people / man,reed shelter house peace / content (satisfied) people life woman man,reed shelter house peace / content (satisfied) people life woman man
a rack the jars in carries servant,a servant carries the jars in rack,a servant carries the jars in rack
finds the in a river stone woman,the woman finds a stone in river,the woman finds a stone in river
to the the gives sedge god king,the king gives the sedge to god,the king gives the sedge to god
content love life satisfied people peace,people love peace content satisfied life,people love peace content satisfied life
riverbank clump papyrus reed water leaf,riverbank reed leaf papyrus clump water,riverbank reed leaf papyrus clump water
sits king stone a seat on the,the king sits on a stone seat,the king sits on a stone seat
in water the woman sees lotus a,the woman sees a lotus in water,the woman sees a lotus in water
heart people / mouth power drink / eat life speak,mouth eat / drink / speak heart people life power,mouth eat / drink / speak heart people life power
peace bread / offering life temple of people altar god loaf,peace / altar offering loaf of bread god people life temple,peace / altar offering loaf of bread god people life temple
to gives king the the man authority,the king gives authority to the man,the king gives authority to the man
scribe book writing scribe / temple,scribe writing / scribe book temple,scribe writing / scribe book temple
the hear authority voice people of the,the people hear the voice of authority,the people hear the voice of authority
life hill horned desert god viper fear man,horned viper desert hill fear man life god,horned viper desert hill fear man life god
small grain bird the great eats the,the great bird eats the small grain,the great bird eats the small grain
on brick the stone writes scribe a,the scribe writes on a stone brick,the scribe writes on a stone brick
star (ba) rise sky soul,soul (ba) rise sky star,soul (ba) rise sky star
sedge rules king land the river the,the sedge king rules the river land,the sedge king rules the river land
the reads scribe of life scroll the,the scribe reads the scroll of life,the scribe reads the scroll of life
sees above life god sky horizon star,above horizon sky star god life sees,above horizon sky star god life sees
the thing does a all lord of,the lord of all does a thing,the lord of all does a thing
soul a becomes sky swallow in the,the soul becomes a swallow in sky,the soul becomes a swallow in sky
the master authority to servant the gives,the master gives authority to the servant,the master gives authority to the servant
/ life heart people peace satisfy,peace / satisfy heart people life,peace / satisfy heart people life
to become great scarab (djed) / become stability god life power (ankh),scarab / become to become life (ankh) god power stability (djed) great,scarab / become to become life (ankh) god power stability (djed) great
great eats the the small bird grain,the great bird eats the small grain,the great bird eats the small grain
offering life handle people food with basket,basket with handle offering food people life,basket with handle offering food people life
fire offering makes the king of an,the king makes an offering of fire,the king makes an offering of fire
in finds temple the heart truth the,the heart finds truth in the temple,the heart finds truth in the temple
rope power of authority ring coil rope tethering,coil of rope tethering rope ring power authority,coil of rope tethering rope ring power authority
the an lord of life makes offering,the lord makes an offering of life,the lord makes an offering of life
lake the the scribe bread by eats,the scribe eats bread by the lake,the scribe eats bread by the lake
the truth heart hears word the of,the heart hears the word of truth,the heart hears the word of truth
on makes vessel writing the the master,the master makes writing on the vessel,the master makes writing on the vessel
the three the woman skins fox finds,the woman finds the three fox skins,the woman finds the three fox skins
placenta birth sees the the of woman,the woman sees the placenta of birth,the woman sees the placenta of birth
star sky swallow power life swallow (great) god,swallow swallow (great) sky star god life power,swallow swallow (great) sky star god life power
reads the papyrus scribe from scroll the,the scribe reads from the papyrus scroll,the scribe reads from the papyrus scroll
god tethering authority king power he / rope strength force rope /,tethering rope rope strength / force power authority he / king god,tethering rope rope strength / force power authority he / king god
cloth the folded is under cobra the,the cobra is under the folded cloth,the cobra is under the folded cloth
river life plant ripple abundance water field,river water ripple field plant life abundance,river water ripple field plant life abundance
grain gives offering an king of the,the king gives an offering of grain,the king gives an offering of grain
symbol of scarab life becomes rebirth,scarab becomes life symbol of rebirth,scarab becomes life symbol of rebirth
offering altar god upon placed for,offering placed upon altar for god,offering placed upon altar for god
cloth the from emerges folded the cobra,the cobra emerges from the folded cloth,the cobra emerges from the folded cloth
basket finds a of woman the bread,the woman finds a basket of bread,the woman finds a basket of bread
the in a west soul finds place,the soul finds a place in west,the soul finds a place in west
sees thousand the town a people father,the father sees a thousand people town,the father sees a thousand people town
god sees heart feather man power authority (truth/maat),feather (truth/maat) heart god sees authority power man,feather (truth/maat) heart god sees authority power man
youth sees the a hill on bird,the youth sees a bird on hill,the youth sees a bird on hill
wood on adze an the man uses,the man uses an adze on wood,the man uses an adze on wood
the a belly scribe upon animal writes,a scribe writes upon the animal belly,a scribe writes upon the animal belly
says the of no word fear scribe,the scribe says no word of fear,the scribe says no word of fear
soul sky a in becomes bird the,the soul becomes a bird in sky,the soul becomes a bird in sky
life city people town brick stone house /,brick stone house city / town people life,brick stone house city / town people life
authority to servant the master gives the,the master gives authority to the servant,the master gives authority to the servant
/ mat life stool / seated man peace heart house satisfy,house stool / mat seated man peace / satisfy heart life,house stool / mat seated man peace / satisfy heart life
through writing study learns scribe long,scribe learns writing through long study,scribe learns writing through long study
emerges great a field snake the from,a great snake emerges from the field,a great snake emerges from the field
the of heart hears child father the,the father hears the heart of child,the father hears the heart of child
man old heart wisdom god,old man heart wisdom god,old man heart wisdom god
the king authority the to master gives,the master gives authority to the king,the master gives authority to the king
to birth youth a gives mother a,a mother gives birth to a youth,a mother gives birth to a youth
authority god / big great deity / throne power,great / big god / deity power authority throne,great / big god / deity power authority throne
the temple the finds truth heart in,the heart finds truth in the temple,the heart finds truth in the temple
god sky star swallow life (great) swallow power,swallow swallow (great) sky star god life power,swallow swallow (great) sky star god life power
servant sees the head bird of the,the servant sees the head of bird,the servant sees the head of bird
great people to god the life gives,the great god gives life to people,the great god gives life to people
the to life great god father gives,the great god gives life to father,the great god gives life to father
sees master the ox of head the,the master sees the head of ox,the master sees the head of ox
finds to youth the city the road,the youth finds the road to city,the youth finds the road to city
the sees youth a on bird hill,the youth sees a bird on hill,the youth sees a bird on hill
/ gate temple (djed) god seat throne authority stability power,temple gate seat / throne authority god power stability (djed),temple gate seat / throne authority god power stability (djed)
shelter is the reed inside cobra the,the cobra is inside the reed shelter,the cobra is inside the reed shelter
stability throne power gate authority / seat temple god (djed),temple gate seat / throne authority god power stability (djed),temple gate seat / throne authority god power stability (djed)
power god tethering rope strength king rope force / authority / he,tethering rope rope strength / force power authority he / king god,tethering rope rope strength / force power authority he / king god
brick an on the master adze uses,the master uses an adze on brick,the master uses an adze on brick
(ba) star to soul rises sky,soul (ba) rises to sky star,soul (ba) rises to sky star
finds a alone the quail youth chick,the youth finds a quail chick alone,the youth finds a quail chick alone
the woman the vessel life sees of,the woman sees the vessel of life,the woman sees the vessel of life
jar emerges a rack the from cobra,the cobra emerges from a jar rack,the cobra emerges from a jar rack
temple stone foundation upon stands strong,temple stands strong upon stone foundation,temple stands strong upon stone foundation
the a sky makes god great beautiful,the great god makes a beautiful sky,the great god makes a beautiful sky
youth the the senet sits behind board,the youth sits behind the senet board,the youth sits behind the senet board
from desert emerges hill the the cobra,the cobra emerges from the desert hill,the cobra emerges from the desert hill
king the gift of the gives life,the king gives the gift of life,the king gives the gift of life
ripple river / water pellet grain field,river water ripple field grain / pellet,river water ripple field grain / pellet
a man on uses a sickle plant,a man uses a sickle on plant,a man uses a sickle on plant
plows field (repeated) food life offering,plows (repeated) field life food offering,plows (repeated) field life food offering
finds the a woman plants lotus thousand,the woman finds a thousand lotus plants,the woman finds a thousand lotus plants
of loaf altar offering god bread peace /,offering loaf of bread peace / altar god,offering loaf of bread peace / altar god
people a the find desert in lake,the people find a lake in desert,the people find a lake in desert
cobra the from the desert emerges hill,the cobra emerges from the desert hill,the cobra emerges from the desert hill
woman finds lotus in the beauty the,the woman finds beauty in the lotus,the woman finds beauty in the lotus
gives loaf bread the king thousand a,the king gives a thousand loaf bread,the king gives a thousand loaf bread
woman jar mother milk jar youth vessel life,milk jar jar vessel life youth woman mother,milk jar jar vessel life youth woman mother
youth behind board the senet the sits,the youth sits behind the senet board,the youth sits behind the senet board
gives ring a youth the father to,the father gives a ring to youth,the father gives a ring to youth
house life heart people / door satisfy peace bolt gate,door bolt gate house peace / satisfy heart life people,door bolt gate house peace / satisfy heart life people
the authority hears servant the voice of,the servant hears the voice of authority,the servant hears the voice of authority
the a servant of basket grain carries,a servant carries the basket of grain,a servant carries the basket of grain
man feather authority power (truth/maat) sees god heart,feather (truth/maat) heart god sees authority power man,feather (truth/maat) heart power authority god man
star a gate city the above sits,a star sits above the city gate,a star sits above the city gate
a lotus beautiful plant the sees woman,the woman sees a beautiful lotus plant,the beautiful woman sees a lotus plant
plant (tills) plows field cut grain / pellet,cut plant field plows (tills) grain / pellet,cut plant field plows (tills) grain / pellet
gives the to stability the god king,the god gives stability to the king,the god gives stability to the king
scribe of a brick makes the house,the scribe makes a house of brick,the scribe makes a house of brick
rests soul upon star the above the,the soul rests upon the star above,the soul waits upon the star above
heart god truth eye sees,god sees eye heart truth,god sees eye heart truth
temple (djed) great stability stone,temple stone stability (djed) great,temple stone stability (djed) great
and emerges water from life earth,life emerges from water and earth,life emerges from water and earth
writing book / scribe scroll scribe papyrus,scribe papyrus scroll writing / scribe book,scribe papyrus scroll writing / scribe book
sees the the soul woman beautiful heart,the beautiful woman sees the heart soul,the beautiful woman sees the heart soul
star sees owl above eye god sky,owl sees eye god sky star above,owl sees eye god sky star above
becomes soul a the truth of bird,the soul becomes a bird of truth,the soul becomes a bird of truth
ka the spirit speaks hears the heart,the ka spirit hears the heart speaks,the ka spirit hears the heart speaks
a bird soul becomes in sky the,the soul becomes a bird in sky,the soul becomes a bird in sky
king plant the lotus sees sedge the,the sedge king sees the lotus plant,the sedge king sees the lotus plant
of every gives bread lord the town,the lord of every town gives bread,the lord of every town gives bread
plows the youth small the field tills,the youth plows tills the small field,the youth plows tills the small field
peace the in finds city the heart,the heart finds peace in the city,the heart finds peace in the city
people eat life speak drink / mouth heart / power,mouth eat / drink / speak heart people life power,mouth eat / drink / speak heart people life power
king great seated (djed) face power authority upon stability / / throne mighty / god,face / upon throne seated god / king power authority great / mighty stability (djed),face / upon throne seated god / king power authority great / mighty stability (djed)
old sees house the a man great,the old man sees a great house,the old man sees a great house
truth feather sees heart (truth/maat) eye,eye sees truth feather (truth/maat) heart,eye sees truth feather (truth/maat) heart
authority king to / do do god power thing make,do to do / make thing power authority god king,do to do / make thing power authority god king
of the sees woman face the god,the woman sees the face of god,the woman sees the face of god
